signal_date,entry_date,exit_date,rerank_variant,selected_ticker_before,selected_ticker_after,selected_ticker_name_after,changed_reason,missing_field,next_owner
2019-09-12,,,mild_revenue_penalty,3661,4947,昂寶-KY,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2019-09-12,,,balanced_revenue_penalty,3661,4947,昂寶-KY,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2019-09-12,,,strict_revenue_penalty,3661,4947,昂寶-KY,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2019-12-06,2019-12-09,2019-12-16,mild_revenue_penalty,2330,2454,聯發科,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2019-12-06,2019-12-09,2019-12-16,balanced_revenue_penalty,2330,3034,聯詠,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2019-12-06,2019-12-09,2019-12-16,strict_revenue_penalty,2330,3034,聯詠,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2020-01-10,2020-01-13,2020-01-20,mild_revenue_penalty,3260,2383,台光電,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2020-01-10,2020-01-13,2020-01-20,balanced_revenue_penalty,3260,2383,台光電,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2020-01-10,2020-01-13,2020-01-20,strict_revenue_penalty,3260,2383,台光電,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2021-06-18,2021-06-21,2021-06-28,mild_revenue_penalty,2636,2330,台積電,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2021-06-18,2021-06-21,2021-06-28,balanced_revenue_penalty,2636,2330,台積電,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2021-06-18,2021-06-21,2021-06-28,strict_revenue_penalty,2636,2330,台積電,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2021-07-09,2021-07-12,2021-07-19,mild_revenue_penalty,2351,6269,台郡,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2021-07-09,2021-07-12,2021-07-19,balanced_revenue_penalty,2351,6269,台郡,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2021-07-09,2021-07-12,2021-07-19,strict_revenue_penalty,2351,6269,台郡,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2021-12-30,2022-01-03,2022-01-10,mild_revenue_penalty,8478,2409,友達,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2021-12-30,2022-01-03,2022-01-10,balanced_revenue_penalty,8478,2409,友達,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2021-12-30,2022-01-03,2022-01-10,strict_revenue_penalty,8478,2409,友達,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2021-12-30,2022-01-03,2022-01-10,anomaly_veto_only_when_alternative_available,8478,2409,友達,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2022-08-12,2022-08-15,2022-08-22,mild_revenue_penalty,6796,4915,致伸,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2022-08-12,2022-08-15,2022-08-22,balanced_revenue_penalty,6796,4915,致伸,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2022-08-12,2022-08-15,2022-08-22,strict_revenue_penalty,6796,4915,致伸,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2023-03-24,,,mild_revenue_penalty,2453,2605,新興,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2023-03-24,,,balanced_revenue_penalty,2453,2605,新興,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2023-03-24,,,strict_revenue_penalty,2453,2605,新興,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2023-11-17,,,mild_revenue_penalty,2388,1795,美時,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2023-11-17,,,balanced_revenue_penalty,2388,1795,美時,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2023-11-17,,,strict_revenue_penalty,2388,2610,華航,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2025-05-16,2025-05-19,2025-05-26,mild_revenue_penalty,2615,2330,台積電,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2025-05-16,2025-05-19,2025-05-26,balanced_revenue_penalty,2615,2330,台積電,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2025-05-16,2025-05-19,2025-05-26,strict_revenue_penalty,2615,2330,台積電,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2025-08-08,,,mild_revenue_penalty,8021,3587,閎康,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2025-08-08,,,balanced_revenue_penalty,8021,3587,閎康,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2025-08-08,,,strict_revenue_penalty,8021,3587,閎康,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2025-12-26,,,mild_revenue_penalty,3105,3653,健策,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2025-12-26,,,balanced_revenue_penalty,3105,3653,健策,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2025-12-26,,,strict_revenue_penalty,3105,3653,健策,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-01-02,2026-01-05,2026-01-12,mild_revenue_penalty,4971,6691,洋基工程,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-01-02,2026-01-05,2026-01-12,balanced_revenue_penalty,4971,6691,洋基工程,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-01-02,2026-01-05,2026-01-12,strict_revenue_penalty,4971,6691,洋基工程,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-01-23,2026-01-26,2026-02-02,mild_revenue_penalty,3037,3131,弘塑,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-01-23,2026-01-26,2026-02-02,balanced_revenue_penalty,3037,3131,弘塑,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-01-23,2026-01-26,2026-02-02,strict_revenue_penalty,3037,3131,弘塑,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-04-10,,,mild_revenue_penalty,3163,3702,大聯大,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-04-10,,,balanced_revenue_penalty,3163,3702,大聯大,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-04-10,,,strict_revenue_penalty,3163,3702,大聯大,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-05-29,2026-06-01,2026-06-08,mild_revenue_penalty,2330,2317,鴻海,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-05-29,2026-06-01,2026-06-08,balanced_revenue_penalty,2330,2317,鴻海,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
2026-05-29,2026-06-01,2026-06-08,strict_revenue_penalty,2330,2317,鴻海,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill
