signal_date,regime_label,selected_branch,selected_ticker,selected_ticker_name,selected_asset_type,fallback_asset,branch_reason,triggered_features,c2_pass_flag,consensus_trigger_flag,r6_override_flag,p1_risk_veto_flag,bear_guard_flag,cash_guard_flag,rs20_top3_reference_tickers,rs20_reference_only,data_readiness,blocked_reason
2015-04-02,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0029;0050_ret40=0.0051;0050_ret60=0.0459;bias20=-0.0006;bias60=0.0150;breadth20=0.825;breadth60=0.000;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-04-10,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0087;0050_ret40=0.0220;0050_ret60=0.0466;bias20=0.0013;bias60=0.0147;breadth20=0.825;breadth60=0.113;breakout_count=0,True,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-04-17,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0122;0050_ret40=0.0080;0050_ret60=0.0502;bias20=-0.0072;bias60=0.0015;breadth20=0.863;breadth60=0.700;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-04-24,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0278;0050_ret40=0.0278;0050_ret60=0.0898;bias20=0.0392;bias60=0.0416;breadth20=0.637;breadth60=0.600;breakout_count=3,True,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-04-30,多頭_C2_route_support_default,route_support,2316,,stock,,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0348;0050_ret40=0.0222;0050_ret60=0.0400;bias20=0.0192;bias60=0.0263;breadth20=0.738;breadth60=0.725;breakout_count=0,True,True,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-05-08,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0203;0050_ret40=0.0225;0050_ret60=0.0368;bias20=-0.0009;bias60=0.0098;breadth20=0.600;breadth60=0.613;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-05-15,多頭_C2_route_support_default,route_support,3008,,stock,,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0043;0050_ret40=0.0123;0050_ret60=0.0182;bias20=-0.0118;bias60=0.0006;breadth20=0.463;breadth60=0.525;breakout_count=0,True,True,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-05-22,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0112;0050_ret40=0.0028;0050_ret60=0.0180;bias20=-0.0055;bias60=0.0084;breadth20=0.650;breadth60=0.637;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-05-29,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0049;0050_ret40=0.0297;0050_ret60=0.0172;bias20=0.0039;bias60=0.0131;breadth20=0.688;breadth60=0.738;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-06-05,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0291;0050_ret40=-0.0094;0050_ret60=-0.0073;bias20=-0.0286;bias60=-0.0248;breadth20=0.675;breadth60=0.650;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-06-12,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0171;0050_ret40=-0.0129;0050_ret60=-0.0051;bias20=-0.0172;bias60=-0.0192;breadth20=0.625;breadth60=0.562;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-06-18,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0249;0050_ret40=-0.0179;0050_ret60=-0.0332;bias20=-0.0168;bias60=-0.0230;breadth20=0.600;breadth60=0.688;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-06-26,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0147;0050_ret40=-0.0188;0050_ret60=0.0240;bias20=0.0168;bias60=0.0059;breadth20=0.500;breadth60=0.600;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-07-03,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0219;0050_ret40=-0.0050;0050_ret60=0.0159;bias20=0.0133;bias60=0.0003;breadth20=0.475;breadth60=0.525;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-07-09,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0226;0050_ret40=-0.0563;0050_ret60=-0.0345;bias20=-0.0295;bias60=-0.0415;breadth20=0.512;breadth60=0.550;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-07-17,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0015;0050_ret40=-0.0235;0050_ret60=-0.0165;bias20=-0.0073;bias60=-0.0200;breadth20=0.625;breadth60=0.588;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-07-24,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0525;0050_ret40=-0.0664;0050_ret60=-0.0703;bias20=-0.0248;bias60=-0.0399;breadth20=0.600;breadth60=0.475;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-07-31,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0563;0050_ret40=-0.0357;0050_ret60=-0.0610;bias20=-0.0201;bias60=-0.0425;breadth20=0.400;breadth60=0.362;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-08-07,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0358;0050_ret40=-0.0603;0050_ret60=-0.0770;bias20=-0.0311;bias60=-0.0573;breadth20=0.475;breadth60=0.388;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-08-14,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0759;0050_ret40=-0.0746;0050_ret60=-0.0976;bias20=-0.0361;bias60=-0.0702;breadth20=0.537;breadth60=0.412;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-08-21,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.1041;0050_ret40=-0.1512;0050_ret60=-0.1636;bias20=-0.0680;bias60=-0.1114;breadth20=0.550;breadth60=0.425;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-08-28,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0658;0050_ret40=-0.1184;0050_ret60=-0.0991;bias20=-0.0139;bias60=-0.0700;breadth20=0.562;breadth60=0.275;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-09-04,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0518;0050_ret40=-0.0857;0050_ret60=-0.1089;bias20=-0.0082;bias60=-0.0690;breadth20=0.738;breadth60=0.475;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-09-11,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0032;0050_ret40=-0.0730;0050_ret60=-0.0716;bias20=0.0313;bias60=-0.0293;breadth20=0.700;breadth60=0.475;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-09-18,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0844;0050_ret40=-0.0285;0050_ret60=-0.0795;bias20=0.0428;bias60=-0.0013;breadth20=0.762;breadth60=0.450;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-09-25,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0073;0050_ret40=-0.0590;0050_ret60=-0.1120;bias20=-0.0102;bias60=-0.0327;breadth20=0.875;breadth60=0.588;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-10-02,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0177;0050_ret40=-0.0269;0050_ret60=-0.0574;bias20=0.0031;bias60=-0.0116;breadth20=0.812;breadth60=0.463;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-10-08,多頭_C2_route_support_default,route_support,6143,,stock,,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0086;0050_ret40=0.0197;0050_ret60=-0.0520;bias20=0.0191;bias60=0.0150;breadth20=0.950;breadth60=0.525;breakout_count=0,True,True,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-10-16,多頭_C2_route_support_default,route_support,8433,,stock,,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0290;0050_ret40=0.0674;0050_ret60=-0.0302;bias20=0.0276;bias60=0.0352;breadth20=0.800;breadth60=0.650;breakout_count=0,True,True,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-10-23,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0569;0050_ret40=0.0920;0050_ret60=0.0076;bias20=0.0225;bias60=0.0381;breadth20=0.600;breadth60=0.812;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-10-30,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0248;0050_ret40=0.0496;0050_ret60=-0.0079;bias20=-0.0015;bias60=0.0268;breadth20=0.912;breadth60=0.887;breakout_count=0,True,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-11-06,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0217;0050_ret40=0.0305;0050_ret60=0.0419;bias20=0.0030;bias60=0.0385;breadth20=0.900;breadth60=0.800;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-11-13,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0338;0050_ret40=-0.0058;0050_ret60=0.0313;bias20=-0.0322;bias60=-0.0042;breadth20=0.800;breadth60=0.662;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-11-20,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0250;0050_ret40=0.0305;0050_ret60=0.0646;bias20=-0.0140;bias60=0.0019;breadth20=0.925;breadth60=0.875;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-11-27,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0198;0050_ret40=0.0045;0050_ret60=0.0288;bias20=-0.0135;bias60=-0.0071;breadth20=0.900;breadth60=0.787;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-12-04,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0367;0050_ret40=-0.0157;0050_ret60=-0.0073;bias20=-0.0067;bias60=-0.0127;breadth20=0.900;breadth60=0.887;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-12-11,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0284;0050_ret40=-0.0612;0050_ret60=-0.0341;bias20=-0.0315;bias60=-0.0424;breadth20=0.825;breadth60=0.838;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-12-18,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0249;0050_ret40=-0.0493;0050_ret60=0.0048;bias20=-0.0101;bias60=-0.0257;breadth20=0.738;breadth60=0.662;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2015-12-25,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0056;0050_ret40=-0.0253;0050_ret60=-0.0011;bias20=0.0087;bias60=-0.0126;breadth20=0.775;breadth60=0.775;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2015-12-31,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0264;0050_ret40=-0.0711;0050_ret60=-0.0339;bias20=-0.0015;bias60=-0.0252;breadth20=0.800;breadth60=0.775;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-01-08,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0512;0050_ret40=-0.0771;0050_ret60=-0.1023;bias20=-0.0438;bias60=-0.0720;breadth20=0.825;breadth60=0.850;breakout_count=0,False,True,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-01-15,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0713;0050_ret40=-0.0899;0050_ret60=-0.1073;bias20=-0.0431;bias60=-0.0754;breadth20=0.600;breadth60=0.725;breakout_count=0,False,True,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-01-22,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0760;0050_ret40=-0.0995;0050_ret60=-0.1066;bias20=-0.0278;bias60=-0.0684;breadth20=0.762;breadth60=0.738;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-01-29,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0288;0050_ret40=-0.0545;0050_ret60=-0.0979;bias20=0.0293;bias60=-0.0191;breadth20=0.725;breadth60=0.787;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-02-03,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0086;0050_ret40=-0.0415;0050_ret60=-0.0628;bias20=0.0277;bias60=-0.0164;breadth20=0.750;breadth60=0.787;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-02-19,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0647;0050_ret40=0.0235;0050_ret60=-0.0241;bias20=0.0463;bias60=0.0177;breadth20=0.838;breadth60=0.938;breakout_count=0,True,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-02-26,多頭_C2_route_support_default,route_support,3324,,stock,,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0957;0050_ret40=0.0074;0050_ret60=-0.0113;bias20=0.0348;bias60=0.0262;breadth20=0.662;breadth60=0.787;breakout_count=1,True,True,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-03-04,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.1070;0050_ret40=0.0269;0050_ret60=0.0310;bias20=0.0454;bias60=0.0565;breadth20=0.550;breadth60=0.637;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-03-11,健康強勢_R6_market_bias_override,market_bias_override,00631L,,etf,00631L,R6_breakout_breadth_p1_risk_veto_triggered,breakout_breadth=True;p1_risk_veto=False;r6_override=True;0050_ret20=0.0708;0050_ret40=0.0762;0050_ret60=0.0168;bias20=0.0329;bias60=0.0626;breadth20=0.700;breadth60=0.688;breakout_count=3,True,False,True,False,False,False,,True,ready_unadjusted_diagnostic,
2016-03-18,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0624;0050_ret40=0.1451;0050_ret60=0.0892;bias20=0.0343;bias60=0.0766;breadth20=0.600;breadth60=0.688;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-03-25,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0483;0050_ret40=0.1188;0050_ret60=0.0561;bias20=0.0095;bias60=0.0600;breadth20=0.525;breadth60=0.700;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-04-01,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0127;0050_ret40=0.1211;0050_ret60=0.0399;bias20=-0.0004;bias60=0.0532;breadth20=0.562;breadth60=0.725;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-04-08,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0055;0050_ret40=0.0636;0050_ret60=0.0329;bias20=-0.0168;bias60=0.0328;breadth20=0.688;breadth60=0.787;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-04-15,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0102;0050_ret40=0.0664;0050_ret60=0.1184;bias20=0.0058;bias60=0.0498;breadth20=0.637;breadth60=0.537;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-04-22,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0179;0050_ret40=0.0386;0050_ret60=0.1146;bias20=-0.0059;bias60=0.0235;breadth20=0.700;breadth60=0.637;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-04-29,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0479;0050_ret40=-0.0120;0050_ret60=0.0893;bias20=-0.0259;bias60=-0.0108;breadth20=0.838;breadth60=0.675;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-05-06,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0394;0050_ret40=-0.0531;0050_ret60=0.0374;bias20=-0.0466;bias60=-0.0442;breadth20=0.688;breadth60=0.650;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-05-13,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0794;0050_ret40=-0.0619;0050_ret60=0.0025;bias20=-0.0413;bias60=-0.0537;breadth20=0.838;breadth60=0.750;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-05-20,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0469;0050_ret40=-0.0683;0050_ret60=-0.0132;bias20=-0.0130;bias60=-0.0392;breadth20=0.675;breadth60=0.600;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-05-27,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0032;0050_ret40=-0.0165;0050_ret60=0.0121;bias20=0.0345;bias60=0.0012;breadth20=0.700;breadth60=0.662;breakout_count=1,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
