ticker,market,report_period,source_scope,t164sb05_status,t164sb03_status,official_asof_match_status,match_status,official_market_available_at,official_market_available_at_iso,signal_eligible_date,signal_eligible_date_policy,accepted_subject,accepted_match_status,blocked_reason,operating_cash_flow,investing_cash_flow,capex_proxy,inventory,receivables_trade,current_assets,current_liabilities,current_ratio,operating_cash_flow_available,investing_cash_flow_available,capex_proxy_available,inventory_available,receivables_trade_available,current_assets_available,current_liabilities_available,current_ratio_available,cashflow_source_quality,inventory_source_quality,current_ratio_source_quality,capex_proxy_source_quality,receivables_trade_source_quality,quarter_end_date_used,query_response_datetime_used,conservative_deadline_proxy_used,after_close_policy_applies,full_universe,full_period_range,accepted_for_experiments,accepted_for_formal,diagnostic_only,not_live_rule,forward_returns_live_rule_usage
3008,TWSE,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=54,code=200 rows=59,accepted,accepted,115/04/20 16:56:28,2026-04-20T16:56:28,2026-04-21,after_close_next_trading_day,公告本公司115年第1季合併財務報告,accepted_direct_financial_report_detail,,9316789,-2411596,-2340581.0,7639639.0,9299660.0,159095122.0,39536493.0,4.0240069345553735,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
3008,TWSE,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=59,code=200 rows=59,accepted,accepted,115/02/24 15:54:12,2026-02-24T15:54:12,2026-02-25,after_close_next_trading_day,公告本公司114年第4季合併財務報告,accepted_direct_financial_report_detail,,26080226,-9235725,-12339968.0,6713192.0,10439603.0,154285459.0,29748503.0,5.186326821218533,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
3711,TWSE,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=75,code=200 rows=64,accepted,accepted,115/05/12 16:36:40,2026-05-12T16:36:40,2026-05-13,after_close_next_trading_day,公告本公司115年第1季合併財務報告經董事會決議通過,accepted_direct_financial_report_detail,,36387434,-45744766,-45959066.0,76043030.0,126007412.0,337698528.0,294501914.0,1.1466768531765807,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
3711,TWSE,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=78,code=200 rows=64,accepted,accepted,115/03/09 16:52:02,2026-03-09T16:52:02,2026-03-10,after_close_next_trading_day,公告本公司114年度合併財務報告經董事會決議通過,accepted_direct_financial_report_detail,,142249287,-165644259,-164642502.0,69382990.0,125042214.0,313795092.0,244348583.0,1.284210811240923,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
6669,TWSE,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=63,code=200 rows=58,accepted,accepted,115/05/07 16:37:00,2026-05-07T16:37:00,2026-05-08,after_close_next_trading_day,本公司董事會通過民國一一五年第一季合併財務報告,accepted_subject_strict,,-16154195,-5043453,-3871756.0,229166239.0,88126215.0,395619318.0,257883938.0,1.5340983275972775,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
6669,TWSE,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=66,code=200 rows=56,accepted,accepted,115/02/26 16:24:47,2026-02-26T16:24:47,2026-03-02,after_close_next_trading_day,本公司董事會通過民國一一四年第四季合併財務報告,accepted_subject_strict,,-624481,-13766152,-11568205.0,136257029.0,75725957.0,306976861.0,179653598.0,1.7087153523081682,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
6488,TPEx,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=61,code=200 rows=57,accepted,accepted,115/05/05 15:11:12,2026-05-05T15:11:12,2026-05-06,after_close_next_trading_day,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,673302,12197464,-3460304.0,11000429.0,10079070.0,76922308.0,62223760.0,1.2362208262567225,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
6488,TPEx,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=70,code=200 rows=60,accepted,accepted,115/03/03 16:05:19,2026-03-03T16:05:19,2026-03-04,after_close_next_trading_day,本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,12744715,-34049115,-33497272.0,10398696.0,10062969.0,86629456.0,54108725.0,1.6010256386562427,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
8299,TPEx,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=67,code=200 rows=61,accepted,accepted,115/05/08 16:31:18,2026-05-08T16:31:18,2026-05-11,after_close_next_trading_day,公告董事會決議通過民國115年第1季合併財務報告,accepted_subject_strict,,-13848665,-888835,-425790.0,72199107.0,20880005.0,120178393.0,61319256.0,1.9598801557540098,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
8299,TPEx,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=70,code=200 rows=62,accepted,accepted,115/03/06 16:33:33,2026-03-06T16:33:33,2026-03-09,after_close_next_trading_day,公告董事會決議通過114年度合併財務報告,accepted_subject_strict,,1597542,-1908272,-1396629.0,35608709.0,11788601.0,68479676.0,25295348.0,2.707204344451003,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
5347,TPEx,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=69,code=200 rows=64,accepted,accepted,115/05/05 06:38:46,2026-05-05T06:38:46,2026-05-05,same_trading_day_if_market_open_and_timestamp_public,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,11432126,-24947417,-25180284.0,7504662.0,6830599.0,71173748.0,47890183.0,1.4861865948601616,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,False,False,False,False,False,True,True,False
5347,TPEx,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=74,code=200 rows=63,accepted,accepted,115/02/03 06:48:19,2026-02-03T06:48:19,2026-02-03,same_trading_day_if_market_open_and_timestamp_public,公告本公司董事會通過114年第四季合併財務報告,accepted_direct_financial_report_detail,,25439228,-59710578,-63264869.0,6936952.0,6368898.0,66897206.0,51604245.0,1.2963508331533578,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,False,False,False,False,False,True,True,False
6187,TPEx,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=60,code=200 rows=71,accepted,accepted,115/05/08 16:36:05,2026-05-08T16:36:05,2026-05-11,after_close_next_trading_day,公告本公司董事會通過115年第一季合併財報,accepted_direct_financial_report_detail,,228096,-297766,-204276.0,1568797.0,1228409.0,7254868.0,3647779.0,1.9888452672160237,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
6187,TPEx,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=72,code=200 rows=69,accepted,accepted,115/02/10 18:16:38,2026-02-10T18:16:38,2026-02-11,after_close_next_trading_day,公告本公司董事會通過114年合併財報,accepted_direct_financial_report_detail,,1958047,-665920,-467192.0,1114034.0,803938.0,6335154.0,1640435.0,3.8618744418401216,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
8069,TPEx,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=68,code=200 rows=59,accepted,accepted,115/05/08 13:38:22,2026-05-08T13:38:22,2026-05-11,after_close_next_trading_day,本公司民國115年第1季合併財務報告業經董事會決議通過,accepted_direct_financial_report_detail,,2205961,-1462589,-791140.0,4630284.0,5472010.0,35562862.0,26620658.0,1.3359122077298013,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
8069,TPEx,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=74,code=200 rows=59,accepted,accepted,115/03/06 16:22:27,2026-03-06T16:22:27,2026-03-09,after_close_next_trading_day,本公司民國114年度合併財務報告業經董事會決議通過,accepted_direct_financial_report_detail,,9599717,377413,-4259865.0,3877695.0,5368405.0,33189321.0,19907402.0,1.6671849495981443,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
3081,TPEx,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=46,code=200 rows=49,accepted,accepted,115/04/22 13:40:46,2026-04-22T13:40:46,2026-04-23,after_close_next_trading_day,公告本公司董事會通過115年第一季財務報告,accepted_direct_financial_report_detail,,282783,-220778,-42553.0,595471.0,562306.0,3182499.0,1100813.0,2.89104416463105,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
3081,TPEx,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=52,code=200 rows=50,accepted,accepted,115/01/28 13:41:28,2026-01-28T13:41:28,2026-01-29,after_close_next_trading_day,本公司董事會通過114年度財務報告,accepted_direct_financial_report_detail,,713897,-487201,-87076.0,571168.0,337028.0,2911349.0,531794.0,5.474580382629364,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
6147,TPEx,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=52,code=200 rows=59,accepted,accepted,115/04/30 14:16:23,2026-04-30T14:16:23,2026-05-04,after_close_next_trading_day,公告本公司民國115年第1季合併財務報告業經董事會決議,accepted_direct_financial_report_detail,,-441775,-912853,-757206.0,3776560.0,4634441.0,14865711.0,6098495.0,2.437603211939995,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
6147,TPEx,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=59,code=200 rows=58,accepted,accepted,115/02/26 14:06:08,2026-02-26T14:06:08,2026-03-02,after_close_next_trading_day,公告本公司民國114年度合併財務報告業經董事會決議,accepted_direct_financial_report_detail,,3548454,-3590506,-5054077.0,3294355.0,4117505.0,14591472.0,4349850.0,3.3544770509327906,True,True,True,True,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
3264,TPEx,115Q1,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=53,code=200 rows=64,accepted,accepted,115/04/30 15:07:29,2026-04-30T15:07:29,2026-05-04,after_close_next_trading_day,公告本公司115年第1季合併財務報告業經董事會決議通過,accepted_direct_financial_report_detail,,1671231,-1095672,-1330081.0,,3577488.0,9161378.0,7244788.0,1.264547423609911,True,True,True,False,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
3264,TPEx,114Q4,bounded_pruning_v2_seed_20_tickers_2_periods,code=200 rows=56,code=200 rows=66,accepted,accepted,115/03/06 16:22:04,2026-03-06T16:22:04,2026-03-09,after_close_next_trading_day,公告本公司114年度合併財務報告業經董事會決議通過,accepted_direct_financial_report_detail,,5716339,-2855670,-3772989.0,,3248748.0,9037772.0,7050392.0,1.2818821988905014,True,True,True,False,True,True,True,True,exact_pit_after_official_asof_join,exact_pit_after_official_asof_join,derived_pit_after_official_asof_join,human_review_proxy_label_required,human_review_proxy_label_required,False,False,False,True,False,False,False,False,True,True,False
