decision_date,simple_v0_market_state,full_spec_v1_market_state,state_changed,simple_transition,v1_transition
2025-10-23,strong_market,weak_market,True,False,False
2025-10-27,strong_market,ordinary_market,True,False,True
2025-10-28,ordinary_market,weak_market,True,True,True
2025-10-29,ordinary_market,weak_market,True,False,False
2025-10-30,ordinary_market,weak_market,True,False,False
2025-10-31,ordinary_market,weak_market,True,False,False
2025-11-03,ordinary_market,ordinary_market,False,False,True
2025-11-04,strong_market,ordinary_market,True,True,False
2025-11-05,strong_market,strong_market,False,False,True
2025-11-06,ordinary_market,ordinary_market,False,True,True
2025-11-07,strong_market,weak_market,True,True,True
2025-11-10,ordinary_market,weak_market,True,True,False
2025-11-11,ordinary_market,weak_market,True,False,False
2025-11-12,strong_market,weak_market,True,True,False
2025-11-13,ordinary_market,weak_market,True,True,False
2025-11-14,ordinary_market,ordinary_market,False,False,True
2025-11-17,ordinary_market,weak_market,True,False,True
2025-11-18,ordinary_market,weak_market,True,False,False
2025-11-19,ordinary_market,weak_market,True,False,False
2025-11-20,ordinary_market,weak_market,True,False,False
2025-11-21,ordinary_market,weak_market,True,False,False
2025-11-24,weak_market,confirmed_bear,True,True,True
2025-11-25,ordinary_market,confirmed_bear,True,True,False
2025-11-26,ordinary_market,weak_market,True,False,True
2025-11-27,ordinary_market,weak_market,True,False,False
2025-11-28,ordinary_market,weak_market,True,False,False
2025-12-01,ordinary_market,weak_market,True,False,False
2025-12-02,ordinary_market,weak_market,True,False,False
2025-12-03,strong_market,ordinary_market,True,True,True
2025-12-04,strong_market,ordinary_market,True,False,False
2025-12-05,strong_market,ordinary_market,True,False,False
2025-12-08,strong_market,strong_market,False,False,True
2025-12-09,strong_market,strong_market,False,False,False
2025-12-10,ordinary_market,strong_market,True,True,False
2025-12-11,ordinary_market,strong_market,True,False,False
2025-12-12,ordinary_market,strong_market,True,False,False
2025-12-15,strong_market,strong_market,False,True,False
2025-12-16,ordinary_market,strong_market,True,True,False
2025-12-17,ordinary_market,strong_market,True,False,False
2025-12-18,ordinary_market,ordinary_market,False,False,True
2025-12-19,ordinary_market,strong_market,True,False,True
2025-12-22,strong_market,strong_market,False,True,False
2025-12-23,ordinary_market,strong_market,True,True,False
2025-12-24,ordinary_market,strong_market,True,False,False
2025-12-26,ordinary_market,ordinary_market,False,False,True
2025-12-29,strong_market,strong_market,False,True,True
2025-12-30,ordinary_market,strong_market,True,True,False
2025-12-31,ordinary_market,strong_market,True,False,False
2026-01-02,ordinary_market,strong_market,True,False,False
2026-01-05,ordinary_market,ordinary_market,False,False,True
2026-01-06,strong_market,strong_market,False,True,True
2026-01-07,ordinary_market,strong_market,True,True,False
2026-01-08,ordinary_market,ordinary_market,False,False,True
2026-01-09,ordinary_market,strong_market,True,False,True
2026-01-12,ordinary_market,strong_market,True,False,False
2026-01-13,ordinary_market,strong_market,True,False,False
2026-01-14,ordinary_market,strong_market,True,False,False
2026-01-15,ordinary_market,strong_market,True,False,False
2026-01-16,ordinary_market,strong_market,True,False,False
2026-01-19,ordinary_market,strong_market,True,False,False
2026-01-20,ordinary_market,strong_market,True,False,False
2026-01-21,ordinary_market,strong_market,True,False,False
2026-01-22,ordinary_market,strong_market,True,False,False
2026-01-23,ordinary_market,ordinary_market,False,False,True
2026-01-26,ordinary_market,strong_market,True,False,True
2026-01-27,ordinary_market,strong_market,True,False,False
2026-01-28,ordinary_market,strong_market,True,False,False
2026-01-29,ordinary_market,strong_market,True,False,False
2026-01-30,ordinary_market,ordinary_market,False,False,True
2026-02-02,ordinary_market,ordinary_market,False,False,False
2026-02-03,ordinary_market,strong_market,True,False,True
2026-02-04,ordinary_market,ordinary_market,False,False,True
2026-02-05,ordinary_market,weak_market,True,False,True
2026-02-06,ordinary_market,weak_market,True,False,False
2026-02-09,ordinary_market,ordinary_market,False,False,True
2026-02-10,ordinary_market,ordinary_market,False,False,False
2026-02-11,ordinary_market,ordinary_market,False,False,False
2026-02-23,strong_market,strong_market,False,True,True
2026-02-24,strong_market,strong_market,False,False,False
2026-02-25,strong_market,strong_market,False,False,False
2026-02-26,ordinary_market,strong_market,True,True,False
2026-03-02,strong_market,strong_market,False,True,False
2026-03-03,ordinary_market,strong_market,True,True,False
2026-03-04,ordinary_market,ordinary_market,False,False,True
2026-03-05,ordinary_market,ordinary_market,False,False,False
2026-03-06,ordinary_market,weak_market,True,False,True
2026-03-09,ordinary_market,weak_market,True,False,False
2026-03-10,ordinary_market,weak_market,True,False,False
2026-03-11,ordinary_market,weak_market,True,False,False
2026-03-12,ordinary_market,ordinary_market,False,False,True
2026-03-13,ordinary_market,ordinary_market,False,False,False
2026-03-16,ordinary_market,ordinary_market,False,False,False
2026-03-17,strong_market,strong_market,False,True,True
2026-03-18,ordinary_market,ordinary_market,False,True,True
2026-03-19,ordinary_market,ordinary_market,False,False,False
2026-03-20,ordinary_market,ordinary_market,False,False,False
2026-03-23,ordinary_market,ordinary_market,False,False,False
2026-03-24,ordinary_market,ordinary_market,False,False,False
2026-03-25,ordinary_market,weak_market,True,False,True
2026-03-26,ordinary_market,weak_market,True,False,False
2026-03-27,ordinary_market,weak_market,True,False,False
2026-03-30,ordinary_market,weak_market,True,False,False
2026-03-31,ordinary_market,weak_market,True,False,False
2026-04-01,ordinary_market,ordinary_market,False,False,True
2026-04-02,ordinary_market,weak_market,True,False,True
2026-04-07,ordinary_market,ordinary_market,False,False,True
2026-04-08,ordinary_market,ordinary_market,False,False,False
2026-04-09,strong_market,strong_market,False,True,True
2026-04-10,strong_market,strong_market,False,False,False
2026-04-13,strong_market,strong_market,False,False,False
2026-04-14,strong_market,strong_market,False,False,False
2026-04-15,ordinary_market,strong_market,True,True,False
2026-04-16,strong_market,strong_market,False,True,False
2026-04-17,strong_market,strong_market,False,False,False
2026-04-20,strong_market,strong_market,False,False,False
2026-04-21,strong_market,strong_market,False,False,False
2026-04-22,strong_market,strong_market,False,False,False
2026-04-23,strong_market,strong_market,False,False,False
2026-04-24,ordinary_market,strong_market,True,True,False
2026-04-27,ordinary_market,strong_market,True,False,False
2026-04-28,ordinary_market,strong_market,True,False,False
2026-04-29,ordinary_market,ordinary_market,False,False,True
2026-04-30,ordinary_market,ordinary_market,False,False,False
2026-05-04,strong_market,strong_market,False,True,True
2026-05-05,ordinary_market,strong_market,True,True,False
2026-05-06,ordinary_market,strong_market,True,False,False
2026-05-07,ordinary_market,strong_market,True,False,False
2026-05-08,ordinary_market,ordinary_market,False,False,True
2026-05-11,ordinary_market,strong_market,True,False,True
2026-05-12,ordinary_market,ordinary_market,False,False,True
2026-05-13,strong_market,strong_market,False,True,True
2026-05-14,strong_market,strong_market,False,False,False
2026-05-15,strong_market,ordinary_market,True,False,True
2026-05-18,ordinary_market,strong_market,True,True,True
2026-05-19,strong_market,weak_market,True,True,True
2026-05-20,ordinary_market,weak_market,True,True,False
2026-05-21,strong_market,ordinary_market,True,True,True
2026-05-22,ordinary_market,strong_market,True,True,True
2026-05-25,ordinary_market,strong_market,True,False,False
2026-05-26,strong_market,strong_market,False,True,False
2026-05-27,strong_market,strong_market,False,False,False
2026-05-28,ordinary_market,strong_market,True,True,False
2026-05-29,ordinary_market,strong_market,True,False,False
2026-06-01,ordinary_market,strong_market,True,False,False
2026-06-02,ordinary_market,strong_market,True,False,False
2026-06-03,ordinary_market,strong_market,True,False,False
2026-06-04,strong_market,ordinary_market,True,True,True
2026-06-05,strong_market,weak_market,True,False,True
2026-06-08,strong_market,weak_market,True,False,False
2026-06-09,ordinary_market,weak_market,True,True,False
2026-06-10,strong_market,weak_market,True,True,False
2026-06-11,strong_market,weak_market,True,False,False
2026-06-12,strong_market,weak_market,True,False,False
2026-06-15,strong_market,ordinary_market,True,False,True
2026-06-16,ordinary_market,weak_market,True,True,True
2026-06-17,ordinary_market,ordinary_market,False,False,True
2026-06-18,ordinary_market,ordinary_market,False,False,False
2026-06-22,ordinary_market,weak_market,True,False,True
2026-06-23,ordinary_market,weak_market,True,False,False
2026-06-24,ordinary_market,weak_market,True,False,False
2026-06-25,strong_market,weak_market,True,True,False
2026-06-26,strong_market,weak_market,True,False,False
