signal_date,signal_variant,ticker,name,market,selected_rank,RS20,RS60,RS20_rank_within_80,pool_rank,within80_rank,is_legacy_7_core,in_31_high_confidence_subpool_reference,in_100_extended_watchlist_reference,capital_support_context,high_exhaustion_or_breakdown_context,layer4_risk_aware_score,rs20_31_bonus_score,rs20_risk_context_score,forward_excess_vs_0050_5d,forward_excess_vs_00631L_5d,00631L_forward_return_5d,0050_forward_return_5d,proxy_stock_forward_return_5d,forward_eval_available_5d,signal_timing,selection_rule_basis,proxy_stock_forward_return_source,exact_stock_adjusted_close_path_available,next_day_exact_path_status,diagnostic_only,not_live_rule,forward_return_as_rule,future_return_as_rule,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2015-05-15,dynamic80_top1_rs20_31_bonus_proxy,6147,頎邦,TPEx,1.0,0.1497941068985955,0.1100231653902119,1.0,40,40,False,False,True,True,False,0.6849058425983826,0.1497941068985955,0.18403939902851466,0.0084658742815424,0.0233455424545763,-0.004879633363667368,0.01000003480936651,0.018465909090908932,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-05-22,dynamic80_top1_rs20_31_bonus_proxy,3552,同致,TPEx,1.0,0.2573425457051304,0.4030540083157443,1.0,74,74,False,False,True,True,False,0.6227062158320278,0.2573425457051304,0.28847785649673174,0.0159472867327286,0.0319635222866495,-0.010358584015044525,0.005657651538876429,0.021604938271604972,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-05-29,dynamic80_top1_rs20_31_bonus_proxy,3556,禾瑞亞,TPEx,1.0,0.2530948711268721,0.3365101781350725,1.0,46,46,False,False,True,True,False,0.6339784073876802,0.2530948711268721,0.2847937914962561,-0.0089711191744012,-0.0864511601156998,0.0402083855492259,-0.03727165539207267,-0.046242774566473896,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-06-05,dynamic80_top1_rs20_31_bonus_proxy,1457,宜進,TWSE,1.0,0.2659202244151356,0.3424789311102377,1.0,64,64,False,False,True,True,False,0.6086489762626317,0.2659202244151356,0.29635267322826714,0.0374396347259311,0.0377898319349554,0.004763359554406321,0.005113556763430616,0.04255319148936172,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-06-12,dynamic80_top1_rs20_31_bonus_proxy,6414,樺漢,TWSE,1.0,0.2497816509966501,0.2912930500587187,1.0,17,17,False,True,True,True,False,0.7111634138882917,0.2697816509966501,0.2853398216910647,-0.0291207375541437,-0.0142763684728424,-0.006850392090537838,0.00799397699076354,-0.02112676056338024,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-06-18,dynamic80_top1_rs20_31_bonus_proxy,3529,力旺,TPEx,1.0,0.3091145032045271,0.4288038284850882,1.0,12,12,False,True,True,True,False,0.7072111872357784,0.3291145032045271,0.344475062566316,-0.1005716623175396,-0.0439037021402867,-0.02669693010418117,0.02997103007307178,-0.07060063224446787,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-06-26,dynamic80_top1_rs20_31_bonus_proxy,9802,鈺齊-KY,TWSE,1.0,0.1877896504001577,0.0635506746029999,1.0,52,52,False,False,True,True,False,0.6261641602300977,0.1877896504001577,0.21909785841166257,0.0183827906450774,0.0107178491029937,0.0026967850433476936,-0.004968156498735943,0.013414634146341394,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-07-03,dynamic80_top1_rs20_31_bonus_proxy,2455,全新,TWSE,1.0,0.306416859676935,0.3432310400809761,1.0,63,63,False,False,True,True,False,0.6125883216937744,0.306416859676935,0.3370462757616237,0.0304316807993586,-0.024369044779531,0.04021332603600092,-0.04279600328193467,0.015844281256469916,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-07-09,dynamic80_top1_rs20_31_bonus_proxy,6217,中探針,TPEx,1.0,0.2600212193411133,0.0728464430646238,1.0,67,67,False,False,True,True,False,0.6016849435485092,0.2600212193411133,0.29010546651853875,-0.0522298499533769,-0.0164189332958615,-0.01649999983101813,0.022354612465606882,-0.03291893312687963,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-07-17,dynamic80_top1_rs20_31_bonus_proxy,8096,擎亞,TPEx,1.0,0.3895633306274597,-0.0678772327720957,1.0,67,67,False,False,True,True,False,0.600973947045907,0.3895633306274597,0.41961202797975505,-0.0435767337741717,-0.0916193721085889,0.022494948145455274,-0.02554769018896197,-0.06912442396313363,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-07-24,dynamic80_top1_rs20_31_bonus_proxy,6217,中探針,TPEx,1.0,0.0949825440481971,0.0622534120063339,1.0,15,15,False,True,True,True,False,0.72166706007055,0.1149825440481971,0.1310658970517246,-0.0622942988652966,-0.088689426010237,0.017406330287222715,-0.008988796857717585,-0.07128309572301428,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-07-31,dynamic80_top1_rs20_31_bonus_proxy,1707,葡萄王,TWSE,1.0,0.1297659186717495,0.245393948889063,1.0,67,67,False,False,True,True,False,0.5799188807511996,0.1297659186717495,0.15876186270930948,-0.0865707699449477,-0.1265951707282079,0.018104604690472037,-0.021919796092788157,-0.10849056603773585,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-08-07,dynamic80_top1_rs20_31_bonus_proxy,2383,台光電,TWSE,1.0,0.2067773294660638,0.3701983198796651,1.0,55,55,False,False,True,True,False,0.6023994943950431,0.2067773294660638,0.23689730418581598,0.0299832484413694,-0.0020354843450898,0.01038040784995764,-0.02163832493650164,0.008344923504867839,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-08-14,dynamic80_top1_rs20_31_bonus_proxy,2327,國巨*,TWSE,1.0,0.1664298291216331,-0.0576108292832057,1.0,66,66,False,False,True,True,False,0.5611918482178335,0.1664298291216331,0.19448942153252477,-0.0296881215859162,-0.149032772087679,0.0640525349335288,-0.05529211556823399,-0.0849802371541502,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-08-21,dynamic80_top1_rs20_31_bonus_proxy,9951,皇田,TPEx,1.0,0.2913706584412193,0.4317213708801344,1.0,80,80,False,False,True,True,False,0.5391857936818936,0.2913706584412193,0.31832994812531396,-0.0703573206161892,0.1919440937083333,-0.22885684538618567,0.033444568938336916,-0.03691275167785238,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-08-28,dynamic80_top1_rs20_31_bonus_proxy,2231,為升,TWSE,2.0,0.1292516973392005,-0.0623264061530067,2.0,22,22,False,True,True,True,False,0.6235573047237061,0.1492516973392005,0.16042956257538582,0.0550425989877317,0.0507504521746258,-0.00298925814477502,-0.007281404957880988,0.04776119402985078,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-09-04,dynamic80_top1_rs20_31_bonus_proxy,9951,皇田,TPEx,1.0,0.2904604971435524,0.3425388713821066,1.0,64,64,False,False,True,True,False,0.5630550129085946,0.2904604971435524,0.3186132477889821,0.0181114624623084,-0.0394995458231119,0.09265569200251389,0.03504468371709346,0.05315614617940199,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-09-11,dynamic80_top1_rs20_31_bonus_proxy,6176,瑞儀,TWSE,1.0,0.2016597936367199,0.0150336032018668,1.0,40,40,False,False,True,True,False,0.5820361131308354,0.2016597936367199,0.23076159929326168,0.0237400795266564,0.0012407906770248,0.04375920932297506,0.021259920473343463,0.04499999999999986,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-09-18,dynamic80_top1_rs20_31_bonus_proxy,4162,智擎,TPEx,1.0,0.3322186683008827,0.0179179952335577,1.0,61,61,False,False,True,True,False,0.5569596698472263,0.3322186683008827,0.36006665179324404,0.0242553105861966,0.0648759304223804,-0.08071303449477873,-0.04009241465859492,-0.015837104072398328,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-09-25,dynamic80_top1_rs20_31_bonus_proxy,4162,智擎,TPEx,1.0,0.4050559069078443,0.0220246570383294,1.0,65,65,False,False,True,True,False,0.5616590056265393,0.4050559069078443,0.4331388571891713,-0.0609888749416939,-0.0926437698848438,0.04333539598732683,0.01847378589092652,-0.049308373897516966,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-10-02,dynamic80_top1_rs20_31_bonus_proxy,1464,得力,TWSE,1.0,0.3807074606922913,0.2573770915133526,1.0,58,58,False,False,True,True,False,0.560568822258055,0.3807074606922913,0.40873590180519404,-0.0506086957481227,-0.0874370321254701,0.07319201788045593,0.036363681503108536,-0.014245014245014176,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-10-08,dynamic80_top1_rs20_31_bonus_proxy,6143,振曜,TPEx,1.0,0.3564414802216904,0.2682307448361871,1.0,72,72,False,False,True,True,False,0.6173938981992134,0.3564414802216904,0.3873111751316511,-0.0532658435074698,-0.0767815291856138,0.03974449214857678,0.01622880647043279,-0.03703703703703702,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-10-16,dynamic80_top1_rs20_31_bonus_proxy,8433,弘帆,TPEx,1.0,0.411140835283921,0.5620987596844308,1.0,60,60,False,False,True,True,False,0.6194199075186287,0.411140835283921,0.44211183065985243,-0.070281294545918,-0.0822741833668544,0.014274183366854487,0.002281294545918078,-0.06799999999999991,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-10-23,dynamic80_top1_rs20_31_bonus_proxy,1527,鑽全,TWSE,1.0,0.189898761096994,0.5641632228479401,1.0,24,24,False,True,True,True,False,0.698022739702628,0.20989876109699399,0.2247998980821254,,,-0.022110486074864766,-0.010954639991165416,,False,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-10-30,dynamic80_top1_rs20_31_bonus_proxy,4129,聯合,TPEx,1.0,0.2343333965682059,0.5634993920562257,1.0,49,49,False,False,True,True,False,0.6499425325880696,0.2343333965682059,0.26683052319760936,-0.0541921109384636,-0.0697520776946162,0.029800503844737314,0.014240537088584748,-0.03995157384987888,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-11-06,dynamic80_top1_rs20_31_bonus_proxy,2439,美律,TWSE,1.0,0.411254619287835,0.6491337660117944,1.0,61,61,False,False,True,True,False,0.6123962436872494,0.411254619287835,0.4418744314721975,-0.0286243380681047,0.012711366777527,-0.08033726605810265,-0.03900156121247089,-0.06762589928057565,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-11-13,dynamic80_top1_rs20_31_bonus_proxy,4129,聯合,TPEx,1.0,0.3715871948528172,0.4925106253239335,1.0,24,24,False,True,True,True,False,0.7058462520892562,0.39158719485281723,0.40687950745728,-0.0001135753433401,-0.0082789473465143,0.019528947346514336,0.011363575343340093,0.011250000000000036,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-11-20,dynamic80_top1_rs20_31_bonus_proxy,3479,安勤,TPEx,1.0,0.4432982004772287,0.9294082970450508,1.0,50,50,False,False,True,True,False,0.613848762265018,0.4432982004772287,0.4739906385904796,0.026575905116528,0.0294700424467836,-0.008511958614448312,-0.005617821284192748,0.02095808383233529,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-11-27,dynamic80_top1_rs20_31_bonus_proxy,4190,佐登-KY,TWSE,1.0,0.303825050187427,,1.0,27,27,False,True,True,True,False,0.662555758634591,0.323825050187427,0.33695283811915655,-0.0452561776505309,-0.0441864189893264,-0.00429842949552206,-0.0032286708343175485,-0.04848484848484846,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-12-04,dynamic80_top1_rs20_31_bonus_proxy,4119,旭富,TWSE,2.0,0.3292215255631999,0.4509464907869333,2.0,23,23,False,True,True,True,False,0.670444856075806,0.3492215255631999,0.3627437683669902,-0.1077675390412512,-0.0690022159908131,-0.06953436937504054,-0.030769046324602423,-0.13853658536585364,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-12-11,dynamic80_top1_rs20_31_bonus_proxy,3231,緯創,TWSE,1.0,0.2727087404775006,0.0981321511742647,1.0,49,49,True,False,True,True,False,0.6344464499936899,0.2727087404775006,0.3044310629771851,0.0634964057677998,0.0408818716711913,0.03765215974242109,0.01503762564581268,0.07853403141361238,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
2015-12-18,dynamic80_top1_rs20_31_bonus_proxy,3324,雙鴻,TPEx,1.0,0.4864179622679633,0.9623374853391018,1.0,66,66,False,False,True,True,False,0.5762745159802386,0.4864179622679633,0.5152316880669753,0.0335050786148412,0.0223644230394359,0.025132367717945137,0.013991712142539914,0.04749679075738104,True,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,00631L_forward_return_5d_plus_forward_excess_vs_00631L_5d,False,blocked_no_full_dynamic80_adjusted_close_path,True,True,False,False,False,False,False,False,False,False,True,False
