signal_date,source_variant,route_mode,path_ready,period_label,candidate_ticker,source_available,candidate_is_stock,source_family,exact_trigger_source_quality,exposure_flag,path_source_status,in_P1,in_P2,in_2024_latest,in_2026YTD,future_return_used,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2015-02-13,conservative_hurdle_route,,,P1,,False,False,missing_source_variant,missing_source_variant,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-02-13,dispersion_route,rs20_top3_risk_tiebreak,True,P1,2492,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-02-13,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,2492,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-02-13,market_bias_pool_trend_route,pullback_repair,True,P1,1504,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-02-13,pool_breadth_route,low_risk_strength,True,P1,3044,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-02-26,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,2456,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-02-26,dispersion_route,rs20_top3_risk_tiebreak,True,P1,2456,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-02-26,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,2456,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-02-26,market_bias_pool_trend_route,pullback_repair,True,P1,8150,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-02-26,pool_breadth_route,stable_strength,True,P1,2492,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-06,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,3645,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-06,dispersion_route,rs20_top3_risk_tiebreak,True,P1,3645,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-06,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,3645,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-06,market_bias_pool_trend_route,pullback_repair,True,P1,5349,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-06,pool_breadth_route,stable_strength,True,P1,2456,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-13,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,2383,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-13,dispersion_route,rs20_top3_risk_tiebreak,True,P1,2383,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-13,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,2383,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-13,market_bias_pool_trend_route,pullback_repair,True,P1,2881,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-13,pool_breadth_route,stable_strength,True,P1,3234,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-20,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,4733,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-20,dispersion_route,rs20_top3_risk_tiebreak,True,P1,4733,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-20,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,4733,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-20,market_bias_pool_trend_route,pullback_repair,True,P1,2324,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-20,pool_breadth_route,stable_strength,True,P1,3234,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-27,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,3450,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-27,dispersion_route,rs20_top3_risk_tiebreak,True,P1,3450,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-27,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,3450,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-27,market_bias_pool_trend_route,pullback_repair,True,P1,2329,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-27,pool_breadth_route,stable_strength,True,P1,6197,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-02,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,2331,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-02,dispersion_route,rs20_top3_risk_tiebreak,True,P1,2331,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-02,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,2331,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-02,market_bias_pool_trend_route,pullback_repair,True,P1,3264,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-02,pool_breadth_route,stable_strength,True,P1,1452,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-10,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,2331,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-10,dispersion_route,rs20_top3_risk_tiebreak,True,P1,2331,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-10,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,2331,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-10,market_bias_pool_trend_route,pullback_repair,True,P1,8299,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-10,pool_breadth_route,stable_strength,True,P1,3665,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-17,conservative_hurdle_route,hurdle_reference,True,P1,2331,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-17,dispersion_route,low_risk_strength,True,P1,1477,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-17,hybrid_pullback_base_mega_override,pullback_repair,True,P1,4938,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-17,market_bias_pool_trend_route,stable_strength,True,P1,4153,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-17,pool_breadth_route,stable_strength,True,P1,4153,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-24,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,9945,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-24,dispersion_route,rs20_top3_risk_tiebreak,True,P1,9945,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-24,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,9945,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-24,market_bias_pool_trend_route,stable_strength,True,P1,3658,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-24,pool_breadth_route,stable_strength,True,P1,3658,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-30,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,2316,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-30,dispersion_route,rs20_top3_risk_tiebreak,True,P1,2316,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-30,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,2316,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-30,market_bias_pool_trend_route,stable_strength,True,P1,2316,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-30,pool_breadth_route,stable_strength,True,P1,2316,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-08,conservative_hurdle_route,hurdle_reference,True,P1,2891,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-08,dispersion_route,low_risk_strength,True,P1,2891,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-08,hybrid_pullback_base_mega_override,pullback_repair,True,P1,1589,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-08,market_bias_pool_trend_route,stable_strength,True,P1,2316,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-08,pool_breadth_route,stable_strength,True,P1,2316,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-15,conservative_hurdle_route,hurdle_reference,True,P1,2884,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-15,dispersion_route,low_risk_strength,True,P1,3008,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-15,hybrid_pullback_base_mega_override,pullback_repair,True,P1,3008,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-15,market_bias_pool_trend_route,pullback_repair,True,P1,3008,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-15,pool_breadth_route,low_risk_strength,True,P1,3008,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-22,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,6285,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-22,dispersion_route,rs20_top3_risk_tiebreak,True,P1,6285,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-22,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,6285,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-22,market_bias_pool_trend_route,stable_strength,True,P1,3552,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-22,pool_breadth_route,stable_strength,True,P1,3552,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-29,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,3105,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-29,dispersion_route,rs20_top3_risk_tiebreak,True,P1,3105,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-29,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,3105,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-29,market_bias_pool_trend_route,stable_strength,True,P1,2731,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-29,pool_breadth_route,stable_strength,True,P1,2731,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-05,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,3706,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-05,dispersion_route,rs20_top3_risk_tiebreak,True,P1,3706,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-05,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,3706,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-05,market_bias_pool_trend_route,stable_strength,True,P1,1457,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-05,pool_breadth_route,stable_strength,True,P1,1457,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-12,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,4966,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-12,dispersion_route,rs20_top3_risk_tiebreak,True,P1,4966,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-12,hybrid_pullback_base_mega_override,pullback_repair,True,P1,2882,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-12,market_bias_pool_trend_route,stable_strength,True,P1,6414,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-12,pool_breadth_route,stable_strength,True,P1,6414,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-18,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,8431,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-18,dispersion_route,rs20_top3_risk_tiebreak,True,P1,8431,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-18,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,True,P1,8431,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-18,market_bias_pool_trend_route,stable_strength,True,P1,3529,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-18,pool_breadth_route,stable_strength,True,P1,3529,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-26,conservative_hurdle_route,hurdle_reference,True,P1,2485,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-26,dispersion_route,low_risk_strength,True,P1,2485,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-26,hybrid_pullback_base_mega_override,pullback_repair,True,P1,3691,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-26,market_bias_pool_trend_route,stable_strength,True,P1,3665,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-26,pool_breadth_route,low_risk_strength,True,P1,2485,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-03,conservative_hurdle_route,hurdle_reference,True,P1,2454,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-03,dispersion_route,rs20_top3_risk_tiebreak,True,P1,1536,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-03,hybrid_pullback_base_mega_override,pullback_repair,True,P1,2317,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-03,market_bias_pool_trend_route,pullback_repair,True,P1,2317,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-03,pool_breadth_route,low_risk_strength,True,P1,3491,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-17,conservative_hurdle_route,rs20_top3_risk_tiebreak,True,P1,6217,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-17,dispersion_route,rs20_top3_risk_tiebreak,True,P1,6217,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-17,hybrid_pullback_base_mega_override,pullback_repair,True,P1,6180,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-17,market_bias_pool_trend_route,stable_strength,True,P1,8048,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-17,pool_breadth_route,stable_strength,True,P1,8048,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-24,conservative_hurdle_route,hurdle_reference,True,P1,3293,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-24,dispersion_route,low_risk_strength,True,P1,6217,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-24,hybrid_pullback_base_mega_override,pullback_repair,True,P1,2347,True,True,p1_legacy_route_trace,exact_p1_legacy_source_variant_trace,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
