period,snapshot_date,rows,layer1_b30_pass_share,momentum_continuation_medium_or_high_confidence_share,momentum_continuation_medium_or_high_confidence_count,pullback_repair_medium_or_high_confidence_share,pullback_repair_medium_or_high_confidence_count,overlap_reacceleration_medium_or_high_confidence_share,overlap_reacceleration_medium_or_high_confidence_count,neutral_quality_liquidity_medium_or_high_confidence_share,neutral_quality_liquidity_medium_or_high_confidence_count,exhaustion_risk_medium_or_high_confidence_share,exhaustion_risk_medium_or_high_confidence_count,breakdown_risk_medium_or_high_confidence_share,breakdown_risk_medium_or_high_confidence_count,any_opportunity_medium_or_high_share
P1,2015-12-04,290,0.8137931034482758,0.6724137931034483,195,0.32068965517241377,93,0.6172413793103448,179,0.8137931034482758,236,0.11379310344827587,33,0.3103448275862069,90,0.9344827586206896
P1,2015-12-11,294,0.826530612244898,0.6428571428571429,189,0.4523809523809524,133,0.5884353741496599,173,0.826530612244898,243,0.16326530612244897,48,0.3401360544217687,100,0.9489795918367347
P1,2015-12-18,288,0.7986111111111112,0.7465277777777778,215,0.3368055555555556,97,0.6805555555555556,196,0.7986111111111112,230,0.052083333333333336,15,0.3402777777777778,98,0.9479166666666666
P1,2015-12-25,287,0.7804878048780488,0.6236933797909407,179,0.40418118466898956,116,0.6376306620209059,183,0.7804878048780488,224,0.13240418118466898,38,0.3205574912891986,92,0.9372822299651568
P1,2015-12-31,292,0.7945205479452054,0.6883561643835616,201,0.4041095890410959,118,0.7465753424657534,218,0.7945205479452054,232,0.06164383561643835,18,0.3219178082191781,94,0.934931506849315
P1,2016-01-08,292,0.8013698630136986,0.6678082191780822,195,0.5,146,0.7191780821917808,210,0.8013698630136986,234,0.10616438356164383,31,0.3561643835616438,104,0.9486301369863014
P1,2016-01-15,290,0.803448275862069,0.6379310344827587,185,0.5379310344827586,156,0.7241379310344828,210,0.803448275862069,233,0.10344827586206896,30,0.3689655172413793,107,0.9310344827586207
P1,2016-01-22,291,0.8075601374570447,0.7044673539518901,205,0.39862542955326463,116,0.7422680412371134,216,0.8075601374570447,235,0.06872852233676977,20,0.35738831615120276,104,0.9656357388316151
P1,2016-01-29,285,0.8210526315789474,0.656140350877193,187,0.28771929824561404,82,0.6666666666666666,190,0.8210526315789474,234,0.11228070175438597,32,0.3368421052631579,96,0.9543859649122807
P1,2016-02-03,293,0.8156996587030717,0.7064846416382252,207,0.36177474402730375,106,0.6928327645051194,203,0.8156996587030717,239,0.11262798634812286,33,0.34812286689419797,102,0.9726962457337884
P1,2016-02-19,292,0.5205479452054794,0.6883561643835616,201,0.2363013698630137,69,0.5205479452054794,152,0.5993150684931506,175,0.08561643835616438,25,0.3356164383561644,98,0.8801369863013698
P1,2016-02-26,289,0.532871972318339,0.7058823529411765,204,0.328719723183391,95,0.532871972318339,154,0.6228373702422145,180,0.11418685121107267,33,0.34256055363321797,99,0.9134948096885813
P1,2016-03-04,286,0.5104895104895105,0.7307692307692307,209,0.48951048951048953,140,0.6783216783216783,194,0.5944055944055944,170,0.11538461538461539,33,0.32517482517482516,93,0.9300699300699301
P1,2016-03-11,285,0.47017543859649125,0.7192982456140351,205,0.4105263157894737,117,0.6491228070175439,185,0.5543859649122806,158,0.11578947368421053,33,0.3192982456140351,91,0.9157894736842105
P1,2016-03-18,285,0.47017543859649125,0.7052631578947368,201,0.3824561403508772,109,0.5789473684210527,165,0.5649122807017544,161,0.11929824561403508,34,0.2912280701754386,83,0.8666666666666667
P1,2016-03-25,287,0.49825783972125437,0.794425087108014,228,0.42857142857142855,123,0.6829268292682927,196,0.5958188153310104,171,0.09407665505226481,27,0.313588850174216,90,0.926829268292683
P1,2016-04-01,295,0.488135593220339,0.7966101694915254,235,0.4,118,0.6915254237288135,204,0.5864406779661017,173,0.06779661016949153,20,0.3254237288135593,96,0.9254237288135593
P1,2016-04-08,291,0.47766323024054985,0.8178694158075601,238,0.38831615120274915,113,0.6907216494845361,201,0.5773195876288659,168,0.06529209621993128,19,0.29896907216494845,87,0.9140893470790378
P1,2016-04-15,288,0.7048611111111112,0.7673611111111112,221,0.3576388888888889,103,0.7048611111111112,203,0.7048611111111112,203,0.08680555555555555,25,0.3090277777777778,89,0.9652777777777778
P1,2016-04-22,290,0.6931034482758621,0.7172413793103448,208,0.3896551724137931,113,0.7413793103448276,215,0.6931034482758621,201,0.07586206896551724,22,0.32068965517241377,93,0.9482758620689655
P1,2016-04-29,292,0.6883561643835616,0.6815068493150684,199,0.4965753424657534,145,0.7226027397260274,211,0.6883561643835616,201,0.10616438356164383,31,0.3253424657534247,95,0.9486301369863014
P1,2016-05-06,289,0.7024221453287197,0.7854671280276817,227,0.5190311418685121,150,0.7716262975778547,223,0.7024221453287197,203,0.05536332179930796,16,0.3391003460207612,98,0.9584775086505191
P1,2016-05-13,289,0.6608996539792388,0.643598615916955,186,0.4809688581314879,139,0.671280276816609,194,0.6608996539792388,191,0.11418685121107267,33,0.3494809688581315,101,0.9273356401384083
P1,2016-05-20,291,0.6666666666666666,0.7010309278350515,204,0.46735395189003437,136,0.738831615120275,215,0.6666666666666666,194,0.09965635738831616,29,0.33676975945017185,98,0.9347079037800687
P1,2016-05-27,291,0.6735395189003437,0.7697594501718213,224,0.35051546391752575,102,0.6666666666666666,194,0.6735395189003437,196,0.07216494845360824,21,0.32989690721649484,96,0.9587628865979382
P1,2016-06-03,286,0.6853146853146853,0.7692307692307693,220,0.3356643356643357,96,0.6853146853146853,196,0.6853146853146853,196,0.055944055944055944,16,0.3356643356643357,96,0.9545454545454546
P1,2016-06-08,294,0.6836734693877551,0.7312925170068028,215,0.3333333333333333,98,0.6598639455782312,194,0.6836734693877551,201,0.0782312925170068,23,0.3333333333333333,98,0.95578231292517
P1,2016-06-17,294,0.7517006802721088,0.7925170068027211,233,0.41156462585034015,121,0.7687074829931972,226,0.7517006802721088,221,0.06462585034013606,19,0.3163265306122449,93,0.9761904761904762
P1,2016-06-24,291,0.7285223367697594,0.7422680412371134,216,0.4845360824742268,141,0.7044673539518901,205,0.7285223367697594,212,0.09965635738831616,29,0.30927835051546393,90,0.9553264604810997
P1,2016-07-01,289,0.7093425605536332,0.8027681660899654,232,0.32525951557093424,94,0.7301038062283737,211,0.7093425605536332,205,0.07612456747404844,22,0.3044982698961938,88,0.9273356401384083
P1,2016-07-07,287,0.7177700348432056,0.7212543554006968,207,0.4181184668989547,120,0.6898954703832753,198,0.7177700348432056,206,0.07665505226480836,22,0.30313588850174217,87,0.9233449477351916
P1,2016-07-15,288,0.7048611111111112,0.6979166666666666,201,0.3923611111111111,113,0.6736111111111112,194,0.7048611111111112,203,0.08680555555555555,25,0.3125,90,0.9236111111111112
P1,2016-07-22,287,0.6898954703832753,0.8397212543554007,241,0.39372822299651566,113,0.7247386759581882,208,0.6898954703832753,198,0.041811846689895474,12,0.2961672473867596,85,0.9616724738675958
P1,2016-07-29,294,0.7040816326530612,0.7414965986394558,218,0.37755102040816324,111,0.6428571428571429,189,0.7040816326530612,207,0.08163265306122448,24,0.29931972789115646,88,0.9455782312925171
P1,2016-08-05,287,0.7177700348432056,0.735191637630662,211,0.3623693379790941,104,0.6341463414634146,182,0.7177700348432056,206,0.09059233449477352,26,0.31010452961672474,89,0.9547038327526133
P1,2016-08-12,288,0.7361111111111112,0.6666666666666666,192,0.3784722222222222,109,0.6145833333333334,177,0.7361111111111112,212,0.125,36,0.3159722222222222,91,0.9444444444444444
P1,2016-08-19,291,0.7628865979381443,0.7628865979381443,222,0.4054982817869416,118,0.697594501718213,203,0.7628865979381443,222,0.07903780068728522,23,0.3161512027491409,92,0.9621993127147767
P1,2016-08-26,290,0.7551724137931034,0.7206896551724138,209,0.3275862068965517,95,0.6241379310344828,181,0.7551724137931034,219,0.11724137931034483,34,0.3275862068965517,95,0.9517241379310345
P1,2016-09-02,290,0.7310344827586207,0.7413793103448276,215,0.41724137931034483,121,0.7068965517241379,205,0.7310344827586207,212,0.1,29,0.31724137931034485,92,0.9448275862068966
P1,2016-09-09,290,0.7275862068965517,0.7241379310344828,210,0.35172413793103446,102,0.6413793103448275,186,0.7275862068965517,211,0.07931034482758621,23,0.3448275862068966,100,0.9482758620689655
P1,2016-09-14,289,0.6678200692041523,0.7197231833910035,208,0.4429065743944637,128,0.6608996539792388,191,0.7162629757785467,207,0.06228373702422145,18,0.3391003460207612,98,0.9238754325259516
P1,2016-09-23,291,0.7285223367697594,0.7731958762886598,225,0.36082474226804123,105,0.6494845360824743,189,0.7285223367697594,212,0.09965635738831616,29,0.33676975945017185,98,0.9450171821305842
P1,2016-09-30,293,0.7406143344709898,0.7303754266211604,214,0.4129692832764505,121,0.7064846416382252,207,0.7406143344709898,217,0.07167235494880546,21,0.32764505119453924,96,0.9419795221843004
P1,2016-10-07,297,0.7441077441077442,0.5959595959595959,177,0.48484848484848486,144,0.6094276094276094,181,0.7441077441077442,221,0.13468013468013468,40,0.29292929292929293,87,0.9191919191919192
P1,2016-10-14,289,0.7093425605536332,0.7681660899653979,222,0.48788927335640137,141,0.7750865051903114,224,0.7093425605536332,205,0.06920415224913495,20,0.314878892733564,91,0.9480968858131488
P1,2016-10-21,286,0.7237762237762237,0.7587412587412588,217,0.4160839160839161,119,0.7062937062937062,202,0.7237762237762237,207,0.055944055944055944,16,0.3181818181818182,91,0.9405594405594405
P1,2016-10-28,288,0.7083333333333334,0.7638888888888888,220,0.4479166666666667,129,0.7152777777777778,206,0.7083333333333334,204,0.06597222222222222,19,0.3159722222222222,91,0.9409722222222222
P1,2016-11-04,289,0.7301038062283737,0.8200692041522492,237,0.5363321799307958,155,0.7647058823529411,221,0.7301038062283737,211,0.0726643598615917,21,0.31141868512110726,90,0.9584775086505191
P1,2016-11-11,291,0.6357388316151202,0.7353951890034365,214,0.4329896907216495,126,0.6597938144329897,192,0.7147766323024055,208,0.08934707903780069,26,0.36769759450171824,107,0.9140893470790378
P1,2016-11-18,282,0.599290780141844,0.776595744680851,219,0.3971631205673759,112,0.6382978723404256,180,0.6843971631205674,193,0.09929078014184398,28,0.3333333333333333,94,0.9326241134751773
P1,2016-11-25,289,0.6124567474048442,0.6885813148788927,199,0.31141868512110726,90,0.5674740484429066,164,0.6851211072664359,198,0.1245674740484429,36,0.3356401384083045,97,0.9204152249134948
P1,2016-12-02,292,0.589041095890411,0.6815068493150684,199,0.3561643835616438,104,0.6061643835616438,177,0.6678082191780822,195,0.13013698630136986,38,0.3424657534246575,100,0.9246575342465754
P1,2016-12-09,290,0.6206896551724138,0.6137931034482759,178,0.3586206896551724,104,0.5310344827586206,154,0.6896551724137931,200,0.1413793103448276,41,0.3931034482758621,114,0.9137931034482759
P1,2016-12-16,284,0.6866197183098591,0.7253521126760564,206,0.4084507042253521,116,0.6091549295774648,173,0.6866197183098591,195,0.06338028169014084,18,0.352112676056338,100,0.926056338028169
P1,2016-12-23,286,0.6853146853146853,0.6503496503496503,186,0.6363636363636364,182,0.7517482517482518,215,0.6853146853146853,196,0.0979020979020979,28,0.2972027972027972,85,0.9475524475524476
P1,2016-12-30,289,0.6608996539792388,0.698961937716263,202,0.532871972318339,154,0.7301038062283737,211,0.698961937716263,202,0.08650519031141868,25,0.28719723183391005,83,0.972318339100346
P1,2017-01-06,291,0.6769759450171822,0.6529209621993127,190,0.436426116838488,127,0.6701030927835051,195,0.6769759450171822,197,0.09621993127147767,28,0.2852233676975945,83,0.9553264604810997
P1,2017-01-13,293,0.7064846416382252,0.5767918088737202,169,0.4880546075085324,143,0.6416382252559727,188,0.7064846416382252,207,0.11604095563139932,34,0.3003412969283277,88,0.9283276450511946
P1,2017-01-20,293,0.6996587030716723,0.5972696245733788,175,0.44368600682593856,130,0.6723549488054608,197,0.6996587030716723,205,0.11945392491467577,35,0.2935153583617747,86,0.9180887372013652
P1,2017-01-24,292,0.6986301369863014,0.589041095890411,172,0.4452054794520548,130,0.6095890410958904,178,0.6986301369863014,204,0.1267123287671233,37,0.2910958904109589,85,0.928082191780822
P1,2017-02-03,288,0.7013888888888888,0.5520833333333334,159,0.3958333333333333,114,0.5555555555555556,160,0.7013888888888888,202,0.1423611111111111,41,0.2916666666666667,84,0.8888888888888888
P1,2017-02-10,284,0.6267605633802817,0.5985915492957746,170,0.45422535211267606,129,0.6197183098591549,176,0.676056338028169,192,0.1267605633802817,36,0.29577464788732394,84,0.9049295774647887
P1,2017-02-17,284,0.6373239436619719,0.6654929577464789,189,0.397887323943662,113,0.5563380281690141,158,0.676056338028169,192,0.13380281690140844,38,0.2852112676056338,81,0.9225352112676056
P1,2017-02-24,291,0.6013745704467354,0.6563573883161512,191,0.3951890034364261,115,0.5945017182130584,173,0.6563573883161512,191,0.11683848797250859,34,0.29553264604810997,86,0.9140893470790378
P1,2017-03-03,286,0.5944055944055944,0.6083916083916084,174,0.4195804195804196,120,0.506993006993007,145,0.6433566433566433,184,0.14685314685314685,42,0.3741258741258741,107,0.8811188811188811
P1,2017-03-10,284,0.7288732394366197,0.6373239436619719,181,0.3732394366197183,106,0.5845070422535211,166,0.7288732394366197,207,0.09859154929577464,28,0.3908450704225352,111,0.9190140845070423
P1,2017-03-17,291,0.7285223367697594,0.5773195876288659,168,0.32646048109965636,95,0.4879725085910653,142,0.7285223367697594,212,0.12714776632302405,37,0.37800687285223367,110,0.9003436426116839
P1,2017-03-24,288,0.7569444444444444,0.59375,171,0.40625,117,0.4965277777777778,143,0.7569444444444444,218,0.1597222222222222,46,0.3819444444444444,110,0.9375
P1,2017-03-31,290,0.7586206896551724,0.6689655172413793,194,0.27241379310344827,79,0.5275862068965518,153,0.7586206896551724,220,0.11379310344827587,33,0.38620689655172413,112,0.9448275862068966
P1,2017-04-07,292,0.7568493150684932,0.6815068493150684,199,0.2328767123287671,68,0.5273972602739726,154,0.7568493150684932,221,0.0821917808219178,24,0.3732876712328767,109,0.9383561643835616
P1,2017-04-14,292,0.6952054794520548,0.6678082191780822,195,0.3321917808219178,97,0.5616438356164384,164,0.6952054794520548,203,0.1232876712328767,36,0.3561643835616438,104,0.9075342465753424
P1,2017-04-21,290,0.7103448275862069,0.7896551724137931,229,0.4482758620689655,130,0.7517241379310344,218,0.7103448275862069,206,0.06896551724137931,20,0.30344827586206896,88,0.9551724137931035
P1,2017-04-28,293,0.6825938566552902,0.6621160409556314,194,0.4300341296928328,126,0.6450511945392492,189,0.6825938566552902,200,0.11604095563139932,34,0.30716723549488056,90,0.9215017064846417
P1,2017-05-05,285,0.712280701754386,0.712280701754386,203,0.42105263157894735,120,0.7333333333333333,209,0.712280701754386,203,0.08421052631578947,24,0.312280701754386,89,0.9438596491228071
P1,2017-05-12,292,0.702054794520548,0.6815068493150684,199,0.4075342465753425,119,0.6643835616438356,194,0.702054794520548,205,0.07876712328767123,23,0.3287671232876712,96,0.9041095890410958
P1,2017-05-19,288,0.75,0.7222222222222222,208,0.4305555555555556,124,0.7048611111111112,203,0.75,216,0.06944444444444445,20,0.3159722222222222,91,0.9548611111111112
P1,2017-05-26,288,0.7361111111111112,0.7604166666666666,219,0.4756944444444444,137,0.7083333333333334,204,0.7361111111111112,212,0.10069444444444445,29,0.3298611111111111,95,0.9375
P1,2017-06-02,291,0.7285223367697594,0.6838487972508591,199,0.4261168384879725,124,0.6391752577319587,186,0.7285223367697594,212,0.11683848797250859,34,0.281786941580756,82,0.9415807560137457
P1,2017-06-09,286,0.7517482517482518,0.6993006993006993,200,0.4160839160839161,119,0.6608391608391608,189,0.7517482517482518,215,0.08041958041958042,23,0.3006993006993007,86,0.951048951048951
P1,2017-06-16,292,0.678082191780822,0.6917808219178082,202,0.4965753424657534,145,0.6952054794520548,203,0.678082191780822,198,0.09246575342465753,27,0.3047945205479452,89,0.9452054794520548
P1,2017-06-23,287,0.6655052264808362,0.7839721254355401,225,0.4912891986062718,141,0.7874564459930313,226,0.6655052264808362,191,0.0627177700348432,18,0.2578397212543554,74,0.9581881533101045
P1,2017-06-30,284,0.6619718309859155,0.8063380281690141,229,0.4753521126760563,135,0.8063380281690141,229,0.6619718309859155,188,0.06338028169014084,18,0.2535211267605634,72,0.954225352112676
P1,2017-07-07,288,0.6701388888888888,0.7986111111111112,230,0.4895833333333333,141,0.8125,234,0.6701388888888888,193,0.052083333333333336,15,0.2673611111111111,77,0.9479166666666666
P1,2017-07-14,290,0.7586206896551724,0.7689655172413793,223,0.4068965517241379,118,0.7241379310344828,210,0.7586206896551724,220,0.05862068965517241,17,0.296551724137931,86,0.9517241379310345
P1,2017-07-21,289,0.7750865051903114,0.6920415224913494,200,0.40484429065743943,117,0.6539792387543253,189,0.7750865051903114,224,0.11072664359861592,32,0.29411764705882354,85,0.9411764705882353
P1,2017-07-28,287,0.7700348432055749,0.6585365853658537,189,0.40418118466898956,116,0.6236933797909407,179,0.7700348432055749,221,0.13588850174216027,39,0.2857142857142857,82,0.9337979094076655
P1,2017-08-04,290,0.7724137931034483,0.7172413793103448,208,0.32413793103448274,94,0.593103448275862,172,0.7724137931034483,224,0.10344827586206896,30,0.3103448275862069,90,0.9620689655172414
P1,2017-08-11,288,0.7777777777777778,0.6180555555555556,178,0.3854166666666667,111,0.5833333333333334,168,0.7777777777777778,224,0.1423611111111111,41,0.3263888888888889,94,0.9340277777777778
P1,2017-08-18,292,0.7773972602739726,0.7157534246575342,209,0.3287671232876712,96,0.6472602739726028,189,0.7773972602739726,227,0.1095890410958904,32,0.3150684931506849,92,0.9452054794520548
P1,2017-08-25,293,0.7679180887372014,0.6143344709897611,180,0.2354948805460751,69,0.515358361774744,151,0.7679180887372014,225,0.16040955631399317,47,0.32081911262798635,94,0.9180887372013652
P1,2017-09-01,285,0.775438596491228,0.6421052631578947,183,0.3157894736842105,90,0.5263157894736842,150,0.775438596491228,221,0.14385964912280702,41,0.29473684210526313,84,0.9368421052631579
P1,2017-09-08,286,0.7762237762237763,0.6398601398601399,183,0.3706293706293706,106,0.4825174825174825,138,0.7762237762237763,222,0.16083916083916083,46,0.32167832167832167,92,0.9230769230769231
P1,2017-09-15,289,0.7923875432525952,0.6228373702422145,180,0.39792387543252594,115,0.5121107266435986,148,0.7923875432525952,229,0.13494809688581316,39,0.3217993079584775,93,0.9446366782006921
P1,2017-09-22,293,0.7815699658703071,0.6382252559726962,187,0.47440273037542663,139,0.6245733788395904,183,0.7815699658703071,229,0.13651877133105803,40,0.30716723549488056,90,0.9453924914675768
P1,2017-09-29,289,0.7958477508650519,0.6262975778546713,181,0.5570934256055363,161,0.6747404844290658,195,0.7958477508650519,230,0.1384083044982699,40,0.3217993079584775,93,0.9377162629757786
P1,2017-10-06,289,0.7993079584775087,0.6747404844290658,195,0.42560553633217996,123,0.6920415224913494,200,0.7993079584775087,231,0.10034602076124567,29,0.3217993079584775,93,0.9550173010380623
P1,2017-10-13,294,0.7789115646258503,0.6054421768707483,178,0.32653061224489793,96,0.6326530612244898,186,0.7789115646258503,229,0.11224489795918367,33,0.30952380952380953,91,0.9183673469387755
P1,2017-10-20,289,0.7716262975778547,0.698961937716263,202,0.34256055363321797,99,0.7024221453287197,203,0.7716262975778547,223,0.11418685121107267,33,0.2906574394463668,84,0.9273356401384083
