signal_date,next_signal_date,selected_ticker,selected_asset_type,state_reason,score_variant,route_support_weighted_score,entry_date,exit_date,entry_price,exit_price,gross_interval_return,transition_action,transition_cost_rate,net_interval_return_after_transition_cost,official_unadjusted_ohlc_ready,benchmark_adjusted_path_ready,adjusted_close_ready,source_quality,cash_condition_status,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2015-03-27,2015-04-02,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-03-27,2015-04-02,0.8436400294303894,0.8368200063705444,-0.008084043930975837,hold_same_state_no_trade,0.0,-0.008084043930975837,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-04-02,2015-04-10,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-04-02,2015-04-10,0.8368200063705444,0.8359100222587585,-0.0010874311140488535,hold_same_state_no_trade,0.0,-0.0010874311140488535,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-04-10,2015-04-17,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-04-10,2015-04-17,0.8359100222587585,0.8390899896621704,0.0038041982016427944,hold_same_state_no_trade,0.0,0.0038041982016427944,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-04-17,2015-04-24,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-04-17,2015-04-24,0.8390899896621704,0.81045001745224,-0.0341321819623438,hold_same_state_no_trade,0.0,-0.0341321819623438,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-04-24,2015-04-30,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-04-24,2015-04-30,0.81045001745224,0.8127300143241882,0.0028132479768656626,hold_same_state_no_trade,0.0,0.0028132479768656626,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-04-30,2015-05-08,2316,stock,c2_consensus_trigger_route_support_top1_stock_exception,route_support,0.6107819115601689,2015-05-04,2015-05-11,22.8,21.75,-0.0460526315789473,00631L_to_stock_exception,0.00385,-0.0499026315789473,True,True,False,official_unadjusted_ohlcv_twse_stock_day,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-05-08,2015-05-15,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-05-08,2015-05-15,0.8227300047874451,0.8381800055503845,0.018778944092273653,stock_exception_to_00631L_base,0.00585,0.012928944092273652,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-05-15,2015-05-22,3008,stock,c2_consensus_trigger_route_support_top1_stock_exception,route_support,0.6388777407677176,2015-05-18,2015-05-25,3130.0,3465.0,0.1070287539936101,00631L_to_stock_exception,0.00385,0.1031787539936101,True,True,False,official_unadjusted_ohlcv_twse_stock_day,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-05-22,2015-05-29,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-05-22,2015-05-29,0.834089994430542,0.8254500031471252,-0.010358584015044525,stock_exception_to_00631L_base,0.00585,-0.016208584015044526,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-05-29,2015-06-05,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-05-29,2015-06-05,0.8254500031471252,0.8586400151252747,0.0402083855492259,hold_same_state_no_trade,0.0,0.0402083855492259,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-06-05,2015-06-12,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-06-05,2015-06-12,0.8586400151252747,0.8627300262451172,0.004763359554406321,hold_same_state_no_trade,0.0,0.004763359554406321,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-06-12,2015-06-18,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-06-12,2015-06-18,0.8627300262451172,0.8686400055885315,0.006850323002129066,hold_same_state_no_trade,0.0,0.006850323002129066,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-06-18,2015-06-26,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-06-18,2015-06-26,0.8686400055885315,0.8454499840736389,-0.02669693010418117,hold_same_state_no_trade,0.0,-0.02669693010418117,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-06-26,2015-07-03,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-06-26,2015-07-03,0.8454499840736389,0.8477299809455872,0.0026967850433476936,hold_same_state_no_trade,0.0,0.0026967850433476936,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-07-03,2015-07-09,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-07-03,2015-07-09,0.8477299809455872,0.881820023059845,0.04021332603600092,hold_same_state_no_trade,0.0,0.04021332603600092,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-07-09,2015-07-17,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-07-09,2015-07-17,0.881820023059845,0.8686400055885315,-0.014946380357275024,hold_same_state_no_trade,0.0,-0.014946380357275024,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-07-17,2015-07-24,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-07-17,2015-07-24,0.8686400055885315,0.8881800174713135,0.022494948145455274,hold_same_state_no_trade,0.0,0.022494948145455274,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-07-24,2015-07-31,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-07-24,2015-07-31,0.8881800174713135,0.9036399722099304,0.017406330287222715,hold_same_state_no_trade,0.0,0.017406330287222715,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-07-31,2015-08-07,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-07-31,2015-08-07,0.9036399722099304,0.9200000166893004,0.018104604690472037,hold_same_state_no_trade,0.0,0.018104604690472037,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-08-07,2015-08-14,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-08-07,2015-08-14,0.9200000166893004,0.9295499920845032,0.01038040784995764,hold_same_state_no_trade,0.0,0.01038040784995764,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-08-14,2015-08-21,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-08-14,2015-08-21,0.9295499920845032,0.9890900254249572,0.0640525349335288,hold_same_state_no_trade,0.0,0.0640525349335288,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-08-21,2015-08-28,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-08-21,2015-08-28,0.9890900254249572,0.7627300024032593,-0.22885684538618567,hold_same_state_no_trade,0.0,-0.22885684538618567,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-08-28,2015-09-04,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-08-28,2015-09-04,0.7627300024032593,0.760450005531311,-0.00298925814477502,hold_same_state_no_trade,0.0,-0.00298925814477502,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-09-04,2015-09-11,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-09-04,2015-09-11,0.760450005531311,0.8309100270271301,0.09265569200251389,hold_same_state_no_trade,0.0,0.09265569200251389,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-09-11,2015-09-18,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-09-11,2015-09-18,0.8309100270271301,0.8672699928283691,0.04375920932297506,hold_same_state_no_trade,0.0,0.04375920932297506,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-09-18,2015-09-25,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-09-18,2015-09-25,0.8672699928283691,0.7972699999809265,-0.08071303449477873,hold_same_state_no_trade,0.0,-0.08071303449477873,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-09-25,2015-10-02,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-09-25,2015-10-02,0.7972699999809265,0.8259099721908569,0.03592255096844932,hold_same_state_no_trade,0.0,0.03592255096844932,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-10-02,2015-10-08,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-10-02,2015-10-08,0.8259099721908569,0.857729971408844,0.03852720065067072,hold_same_state_no_trade,0.0,0.03852720065067072,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-10-08,2015-10-16,6143,stock,c2_consensus_trigger_route_support_top1_stock_exception,route_support,0.584283207569169,2015-10-12,2015-10-19,67.9,66.2,-0.0250368188512518,00631L_to_stock_exception,0.00385,-0.0288868188512518,True,True,False,official_unadjusted_ohlcv_tpex_trading_stock,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-10-16,2015-10-23,8433,stock,c2_consensus_trigger_route_support_top1_stock_exception,route_support,0.5721224022835281,2015-10-19,2015-10-26,124.0,116.5,-0.0604838709677418,stock_to_stock_exception_switch,0.00585,-0.06633387096774179,True,True,False,official_unadjusted_ohlcv_tpex_trading_stock,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-10-23,2015-10-30,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-10-23,2015-10-30,0.9045500159263612,0.8845499753952026,-0.022110486074864766,stock_exception_to_00631L_base,0.00585,-0.027960486074864767,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-10-30,2015-11-06,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-10-30,2015-11-06,0.8845499753952026,0.9109100103378296,0.029800503844737314,hold_same_state_no_trade,0.0,0.029800503844737314,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-11-06,2015-11-13,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-11-06,2015-11-13,0.9109100103378296,0.8377299904823303,-0.08033726605810265,hold_same_state_no_trade,0.0,-0.08033726605810265,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-11-13,2015-11-20,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-11-13,2015-11-20,0.8377299904823303,0.8540899753570557,0.019528947346514336,hold_same_state_no_trade,0.0,0.019528947346514336,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-11-20,2015-11-27,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-11-20,2015-11-27,0.8540899753570557,0.8468199968338013,-0.008511958614448312,hold_same_state_no_trade,0.0,-0.008511958614448312,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-11-27,2015-12-04,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-11-27,2015-12-04,0.8468199968338013,0.8431800007820129,-0.00429842949552206,hold_same_state_no_trade,0.0,-0.00429842949552206,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-12-04,2015-12-11,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-12-04,2015-12-11,0.8431800007820129,0.7845500111579895,-0.06953436937504054,hold_same_state_no_trade,0.0,-0.06953436937504054,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-12-11,2015-12-18,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-12-11,2015-12-18,0.7845500111579895,0.8140900135040283,0.03765215974242109,hold_same_state_no_trade,0.0,0.03765215974242109,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-12-18,2015-12-25,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-12-18,2015-12-25,0.8140900135040283,0.8345500230789185,0.025132367717945137,hold_same_state_no_trade,0.0,0.025132367717945137,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-12-25,2015-12-31,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-12-25,2015-12-31,0.8345500230789185,0.8168200254440308,-0.021244978904291556,hold_same_state_no_trade,0.0,-0.021244978904291556,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2015-12-31,2016-01-08,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2015-12-31,2016-01-08,0.8168200254440308,0.7372699975967407,-0.0973899088774739,hold_same_state_no_trade,0.0,-0.0973899088774739,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-01-08,2016-01-15,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-01-08,2016-01-15,0.7372699975967407,0.7004500031471252,-0.04994099118319828,hold_same_state_no_trade,0.0,-0.04994099118319828,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-01-15,2016-01-22,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-01-15,2016-01-22,0.7004500031471252,0.711359977722168,0.015575664966841485,hold_same_state_no_trade,0.0,0.015575664966841485,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-01-22,2016-01-29,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-01-22,2016-01-29,0.711359977722168,0.7690899968147278,0.08115443783809151,hold_same_state_no_trade,0.0,0.08115443783809151,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-01-29,2016-02-03,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-01-29,2016-02-03,0.7690899968147278,0.7713599801063538,0.002951518419206378,hold_same_state_no_trade,0.0,0.002951518419206378,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-02-03,2016-02-19,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-02-03,2016-02-19,0.7713599801063538,0.8227300047874451,0.06659669415829494,hold_same_state_no_trade,0.0,0.06659669415829494,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-02-19,2016-02-26,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-02-19,2016-02-26,0.8227300047874451,0.8354499936103821,0.015460708554349223,hold_same_state_no_trade,0.0,0.015460708554349223,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-02-26,2016-03-04,3324,stock,c2_consensus_trigger_route_support_top1_stock_exception,route_support,0.5694226343389187,2016-03-01,2016-03-08,75.9,82.5,0.0869565217391303,00631L_to_stock_exception,0.00385,0.08310652173913029,True,True,False,official_unadjusted_ohlcv_tpex_trading_stock,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-03-04,2016-03-11,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-03-04,2016-03-11,0.885450005531311,0.9040899872779846,0.02105142202296184,stock_exception_to_00631L_base,0.00585,0.01520142202296184,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-03-11,2016-03-18,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-03-11,2016-03-18,0.9040899872779846,0.9272699952125548,0.025639049498114685,hold_same_state_no_trade,0.0,0.025639049498114685,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-03-18,2016-03-25,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-03-18,2016-03-25,0.9272699952125548,0.909089982509613,-0.019605953817986355,hold_same_state_no_trade,0.0,-0.019605953817986355,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-03-25,2016-04-01,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-03-25,2016-04-01,0.909089982509613,0.8990899920463562,-0.011000000721216985,hold_same_state_no_trade,0.0,-0.011000000721216985,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-04-01,2016-04-08,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-04-01,2016-04-08,0.8990899920463562,0.865909993648529,-0.036903979236058926,hold_same_state_no_trade,0.0,-0.036903979236058926,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-04-08,2016-04-15,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-04-08,2016-04-15,0.865909993648529,0.913640022277832,0.05512123543948433,hold_same_state_no_trade,0.0,0.05512123543948433,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-04-15,2016-04-22,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-04-15,2016-04-22,0.913640022277832,0.8768200278282166,-0.04030033005539546,hold_same_state_no_trade,0.0,-0.04030033005539546,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-04-22,2016-04-29,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-04-22,2016-04-29,0.8768200278282166,0.8381800055503845,-0.04406836186616192,hold_same_state_no_trade,0.0,-0.04406836186616192,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-04-29,2016-05-06,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-04-29,2016-05-06,0.8381800055503845,0.7922700047492981,-0.05477343827945402,hold_same_state_no_trade,0.0,-0.05477343827945402,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-05-06,2016-05-13,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-05-06,2016-05-13,0.7922700047492981,0.7727299928665161,-0.024663324075944404,hold_same_state_no_trade,0.0,-0.024663324075944404,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-05-13,2016-05-20,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-05-13,2016-05-20,0.7727299928665161,0.7959100008010864,0.029997551730303496,hold_same_state_no_trade,0.0,0.029997551730303496,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-05-20,2016-05-27,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-05-20,2016-05-27,0.7959100008010864,0.8631799817085266,0.08451958241476132,hold_same_state_no_trade,0.0,0.08451958241476132,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-05-27,2016-06-03,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-05-27,2016-06-03,0.8631799817085266,0.8881800174713135,0.028962714952336155,hold_same_state_no_trade,0.0,0.028962714952336155,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-06-03,2016-06-08,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-06-03,2016-06-08,0.8881800174713135,0.9218199849128724,0.03787516807384761,hold_same_state_no_trade,0.0,0.03787516807384761,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-06-08,2016-06-17,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-06-08,2016-06-17,0.9218199849128724,0.8913599848747253,-0.033043327912907094,hold_same_state_no_trade,0.0,-0.033043327912907094,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-06-17,2016-06-24,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-06-17,2016-06-24,0.8913599848747253,0.8595499992370605,-0.03568702452145134,hold_same_state_no_trade,0.0,-0.03568702452145134,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-06-24,2016-07-01,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-06-24,2016-07-01,0.8595499992370605,0.9422699809074402,0.09623638152964009,hold_same_state_no_trade,0.0,0.09623638152964009,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
2016-07-01,2016-07-07,00631L,etf,default_00631L_base_no_c2_consensus_trigger,route_support,,2016-07-01,2016-07-07,0.9422699809074402,0.9277300238609314,-0.015430776042028138,hold_same_state_no_trade,0.0,-0.015430776042028138,True,True,True,benchmark_features_adjusted_close_exact_reference,blocked_no_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
