signal_date,state_start_date,state_end_date,holding_ticker,holding_asset_type,state_reason,c2_market_health_gate,raw_consensus4_exception_active,exception_allowed_by_c2,transition_action,previous_ticker,adjusted_entry_price,adjusted_exit_price,adjusted_interval_return,adjusted_path_ready,unadjusted_entry_price,unadjusted_exit_price,unadjusted_interval_return,unadjusted_comparator_ready,transition_cost_rate,net_adjusted_interval_return_after_transition_cost,net_unadjusted_interval_return_after_transition_cost,net_equity_after_cost_adjusted_path,net_equity_after_cost_unadjusted_comparator,adjusted_source_quality,unadjusted_source_quality,blocked_reason,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage,0050_above_ma60_flag,0050_return_20d,0050_return_40d,diagnostic_notional_twd,sell_fee_twd,buy_fee_twd,securities_transaction_tax_twd,total_transition_cost_twd,cost_model_status,cost_model_version,gross_equity_adjusted_path,gross_drawdown_adjusted_path,net_drawdown_adjusted_path,cash_condition_status
2015-03-20,2015-03-23,2015-03-30,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,0.8263599872589111,0.8427299857139587,0.019809766575639598,True,0.8263599872589111,0.8427299857139587,0.019809766575639598,True,0.0,0.019809766575639598,0.019809766575639598,1.0006357521576843,1.0006356501819635,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.0104140110149666,-0.010136765967831973,-0.01592746588692051,blocked_no_bear_cash_classifier
2015-03-27,2015-03-30,2015-04-07,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.8427299857139587,0.834089994430542,-0.010252383835727574,True,0.8427299857139587,0.834089994430542,-0.010252383835727574,True,0.0,-0.010252383835727574,-0.010252383835727574,0.9903768503468118,0.9903767494165853,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.000054858741044,-0.02028522378800457,-0.02601655522884494,blocked_no_bear_cash_classifier
2015-04-02,2015-04-07,2015-04-13,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.834089994430542,0.8327299952507019,-0.0016305185158930202,True,0.834089994430542,0.8327299952507019,-0.0016305185158930202,True,0.0,-0.0016305185158930202,-0.0016305185158930202,0.9887620225546095,0.9887619217889516,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,0.998424250776958,-0.021882666870912226,-0.027604653269717505,blocked_no_bear_cash_classifier
2015-04-10,2015-04-13,2015-04-20,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,0.8327299952507019,0.8404499888420105,0.009270704352356551,True,0.8327299952507019,0.8404499888420105,0.009270704352356551,True,0.0,0.009270704352356551,0.009270704352356551,0.9979285429405514,0.9979284412407249,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.0076803468241342,-0.012814830253557008,-0.018589863496573877,blocked_no_bear_cash_classifier
2015-04-17,2015-04-20,2015-04-27,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.8404499888420105,0.8022699952125549,-0.0454280375231616,True,0.8404499888420105,0.8022699952125549,-0.0454280375231616,True,0.0,-0.0454280375231616,-0.0454280375231616,0.9525946076464141,0.952594510566611,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,0.9619034062172549,-0.05766071518710714,-0.06317340000326255,blocked_no_bear_cash_classifier
2015-04-24,2015-04-27,2015-05-04,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,0.8022699952125549,0.8113600015640259,0.011330358115988926,True,0.8022699952125549,0.8113600015640259,0.011330358115988926,True,0.0,0.011330358115988926,0.011330358115988926,0.9633878456904079,0.9633877475106559,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,0.972802116282686,-0.04698367362341216,-0.05255881913271532,blocked_no_bear_cash_classifier
2015-04-30,2015-05-04,2015-05-11,2316,stock,c2_gate_allows_consensus4_exception,True,True,True,base_00631L_to_stock_exception,00631L,,,,False,22.8,21.75,-0.046052631578947345,True,0.00385,,-0.049725328947368364,0.9633878456904079,0.9154829748618243,blocked_selected_stock_adjusted_close_missing,official_unadjusted_ohlcv_twse_stock_day,selected_stock_adjusted_close_missing,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,1425.0,1425.0,1000.0,3850.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,0.972802116282686,-0.04698367362341216,-0.05255881913271532,blocked_no_bear_cash_classifier
2015-05-08,2015-05-11,2015-05-18,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,stock_exception_to_base_00631L,2316,0.8245499730110168,0.836359977722168,0.014322970223410891,True,0.8245499730110168,0.836359977722168,0.014322970223410891,True,0.00585,0.008389180847603983,0.008389180847603983,0.9714698805542884,0.9231631271008426,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,1425.0,1425.0,3000.0,5850.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,0.986735532027474,-0.03333364915829584,-0.04461056372395211,blocked_no_bear_cash_classifier
2015-05-15,2015-05-18,2015-05-25,3008,stock,c2_gate_allows_consensus4_exception,True,True,True,base_00631L_to_stock_exception,00631L,2309.619140625,2556.814697265625,0.1070287097524365,True,3130.0,3465.0,0.10702875399361012,True,0.00385,0.10276664921988954,0.10276669329073473,1.071304584996899,1.0180335490409305,local_cache_adjusted_close_bounded_selected_ticker_attempt,official_unadjusted_ohlcv_twse_stock_day,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,1425.0,1425.0,1000.0,3850.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.0923445628872586,0.0,0.0,blocked_no_bear_cash_classifier
2015-05-22,2015-05-25,2015-06-01,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,stock_exception_to_base_00631L,3008,0.8345500230789185,0.8327299952507019,-0.002180849293493381,True,0.8345500230789185,0.8327299952507019,-0.002180849293493381,True,0.00585,-0.00801809132512643,-0.00801809132512643,1.062714766997367,1.0098708630726778,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,1425.0,1425.0,3000.0,5850.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.0899623240190346,-0.002180849293493381,-0.00801809132512643,blocked_no_bear_cash_classifier
2015-05-29,2015-06-01,2015-06-08,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.8327299952507019,0.8550000190734863,0.026743390954807378,True,0.8327299952507019,0.8550000190734863,0.026743390954807378,True,0.0,0.026743390954807378,0.026743390954807378,1.0911353634846248,1.0368782343776992,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.119111612576286,0.0,0.0,blocked_no_bear_cash_classifier
2015-06-05,2015-06-08,2015-06-15,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.8550000190734863,0.8663600087165833,0.013286537297866996,True,0.8550000190734863,0.8663600087165833,0.013286537297866996,True,0.0,0.013286537297866996,0.013286537297866996,1.105632774188585,1.050654755712105,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.133980730757257,0.0,0.0,blocked_no_bear_cash_classifier
2015-06-12,2015-06-15,2015-06-22,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.8663600087165833,0.8568199872970581,-0.011011613328802738,True,0.8663600087165833,0.8568199872970581,-0.011011613328802738,True,0.0,-0.011011613328802738,-0.011011613328802738,1.0934579735955687,1.0390853518001357,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.1214937734278447,-0.01101161332880285,-0.01101161332880285,blocked_no_bear_cash_classifier
2015-06-18,2015-06-22,2015-06-29,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.8568199872970581,0.864549994468689,0.009021740022680858,True,0.8568199872970581,0.864549994468689,0.009021740022680858,True,0.0,0.009021740022680858,0.009021740022680858,1.1033228671590753,1.0484597097054524,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.131611598688766,-0.0020892172188047287,-0.0020892172188047287,blocked_no_bear_cash_classifier
2015-06-26,2015-06-29,2015-07-06,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.864549994468689,0.8540899753570557,-0.012098801895269795,True,0.864549994468689,0.8540899753570557,-0.012098801895269795,True,0.0,-0.012098801895269795,-0.012098801895269795,1.0899739823627965,1.0357746033825541,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.1179204541338412,-0.014162742088827951,-0.014162742088828062,blocked_no_bear_cash_classifier
2015-07-03,2015-07-06,2015-07-10,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.8540899753570557,0.881820023059845,0.0324673611713997,True,0.8540899753570557,0.881820023059845,0.0324673611713997,True,0.0,0.0324673611713997,0.0324673611713997,1.1253625613155982,1.0694034715227387,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.1542163812790998,0.0,0.0,blocked_no_bear_cash_classifier
2015-07-09,2015-07-10,2015-07-20,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.881820023059845,0.8745499849319458,-0.00824435592046635,True,0.881820023059845,0.8745499849319458,-0.00824435592046635,True,0.0,-0.00824435592046635,-0.00824435592046635,1.1160846718205448,1.060586928680923,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.144700610622602,-0.008244355920466462,-0.00824435592046635,blocked_no_bear_cash_classifier
2015-07-17,2015-07-20,2015-07-27,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.8745499849319458,0.9045500159263612,0.03430339204310884,True,0.8745499849319458,0.9045500159263612,0.03430339204310884,True,0.0,0.03430339204310884,0.03430339204310884,1.1543701618713094,1.0969686578912614,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.1839677244407754,0.0,0.0,blocked_no_bear_cash_classifier
2015-07-24,2015-07-27,2015-08-03,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.9045500159263612,0.9154499769210817,0.012050147369195185,True,0.9045500159263612,0.9154499769210817,0.012050147369195185,True,0.0,0.012050147369195185,0.012050147369195185,1.1682804924404604,1.1101872918782394,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.1982347100006574,0.0,0.0,blocked_no_bear_cash_classifier
2015-07-31,2015-08-03,2015-08-10,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.9154499769210817,0.9127299785614014,-0.002971214624777674,True,0.9154499769210817,0.9127299785614014,-0.002971214624777674,True,0.0,-0.002971214624777674,-0.002971214624777674,1.1648092803554788,1.1068886871603685,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.1946744975063872,-0.002971214624777674,-0.002971214624777674,blocked_no_bear_cash_classifier
2015-08-07,2015-08-10,2015-08-17,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.9127299785614014,0.9359099864959716,0.02539634774690458,True,0.9127299785614014,0.9359099864959716,0.02539634774690458,True,0.0,0.02539634774690458,0.02539634774690458,1.1943911818982083,1.134999617176608,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.2250148664894178,0.0,0.0,blocked_no_bear_cash_classifier
2015-08-14,2015-08-17,2015-08-24,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.9359099864959716,0.6563599705696106,-0.298693271746133,True,0.9359099864959716,0.6563599705696106,-0.298693271746133,True,0.0,-0.298693271746133,-0.298693271746133,0.8376345720323017,0.7959828680915184,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,0.8591111680800413,-0.298693271746133,-0.298693271746133,blocked_no_bear_cash_classifier
2015-08-21,2015-08-24,2015-08-31,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.6563599705696106,0.7718200087547302,0.1759096278904999,True,0.6563599705696106,0.7718200087547302,0.1759096278904999,True,0.0,0.1759096278904999,0.1759096278904999,0.9849825579067221,0.9360039182247103,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.010237093973574,-0.1753266661418913,-0.1753266661418914,blocked_no_bear_cash_classifier
2015-08-28,2015-08-31,2015-09-07,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.7718200087547302,0.764549970626831,-0.009419343947339232,True,0.7718200087547302,0.764549970626831,-0.009419343947339232,True,0.0,-0.009419343947339232,-0.009419343947339232,0.9757046684116687,0.9271873753828945,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.0007213233170764,-0.18309454791769986,-0.18309454791769975,blocked_no_bear_cash_classifier
2015-09-04,2015-09-07,2015-09-14,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.764549970626831,0.824999988079071,0.07906614318836325,True,0.764549970626831,0.824999988079071,0.07906614318836325,True,0.0,0.07906614318836325,0.07906614318836325,1.0528498734338603,1.000496505167361,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.0798444987581128,-0.11850498447200597,-0.11850498447200597,blocked_no_bear_cash_classifier
2015-09-11,2015-09-14,2015-09-21,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.824999988079071,0.827269971370697,0.00275149493869864,True,0.824999988079071,0.827269971370697,0.00275149493869864,True,0.0,0.00275149493869864,0.00275149493869864,1.0557467845318231,1.0032493662375148,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.0828156854310274,-0.11607955539829262,-0.11607955539829251,blocked_no_bear_cash_classifier
2015-09-18,2015-09-21,2015-09-29,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.827269971370697,0.7972699999809265,-0.036263822485982145,True,0.827269971370697,0.7972699999809265,-0.036263822485982145,True,0.0,-0.036263822485982145,-0.036263822485982145,1.0174613705474147,0.9668677093111034,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.0435486496295194,-0.1481338894930594,-0.14813388949305917,blocked_no_bear_cash_classifier
2015-09-25,2015-09-29,2015-10-05,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,0.7972699999809265,0.831820011138916,0.04333539598732683,True,0.7972699999809265,0.831820011138916,0.04333539598732683,True,0.0,0.04333539598732683,0.04333539598732683,1.0615534619418951,1.0087673043614598,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.0887712435932548,-0.1112179342660573,-0.11121793426605708,blocked_no_bear_cash_classifier
