date,ticker,open,high,low,close,adj_close,volume,source,source_month,source_type,adjustment_policy
2014-12-16,00631L.TW,20.2,20.36,20.12,20.12,20.12,4103000.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-17,00631L.TW,20.12,20.12,19.48,19.57,19.57,9692000.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-18,00631L.TW,19.9,19.9,19.58,19.61,19.61,4056000.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-19,00631L.TW,20.05,20.37,20.03,20.22,20.22,10527000.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-22,00631L.TW,20.34,20.68,20.34,20.68,20.68,4200202.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-23,00631L.TW,20.77,20.88,20.68,20.72,20.72,1848000.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-24,00631L.TW,20.72,21.03,20.72,21.0,21.0,2737198.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-25,00631L.TW,21.09,21.09,20.95,21.0,21.0,2341000.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-26,00631L.TW,21.0,21.18,21.0,21.16,21.16,1397000.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-27,00631L.TW,21.25,21.3,21.2,21.29,21.29,1156620.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-29,00631L.TW,21.28,21.67,21.28,21.6,21.6,4581100.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-30,00631L.TW,21.69,21.76,21.43,21.44,21.44,2000138.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2014-12-31,00631L.TW,21.45,21.55,21.34,21.53,21.53,1369000.0,TWSE_STOCK_DAY,2014-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-05,00631L.TW,21.25,21.43,20.95,21.37,21.37,3200000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-06,00631L.TW,20.85,20.87,20.26,20.35,20.35,6032397.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-07,00631L.TW,20.34,20.55,20.33,20.46,20.46,3956000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-08,00631L.TW,20.8,21.28,20.8,21.23,21.23,8103000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-09,00631L.TW,21.54,21.54,21.12,21.14,21.14,6233000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-12,00631L.TW,20.92,21.14,20.86,20.91,20.91,4150000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-13,00631L.TW,20.9,21.29,20.83,21.12,21.12,6636000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-14,00631L.TW,21.15,21.16,20.78,20.85,20.85,3816000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-15,00631L.TW,20.94,21.06,20.7,20.9,20.9,4584000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-16,00631L.TW,20.9,21.2,20.54,20.66,20.66,4805000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-19,00631L.TW,21.0,21.27,20.84,20.95,20.95,6366000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-20,00631L.TW,21.07,21.36,21.01,21.31,21.31,3691000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-21,00631L.TW,21.4,21.63,21.4,21.59,21.59,3310000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-22,00631L.TW,21.79,21.99,21.71,21.81,21.81,3847100.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-23,00631L.TW,24.86,24.86,22.26,22.38,22.38,3973000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-26,00631L.TW,22.38,22.41,22.22,22.37,22.37,3143400.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-27,00631L.TW,22.7,22.75,22.44,22.58,22.58,2694500.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-28,00631L.TW,22.48,22.67,22.45,22.61,22.61,3695063.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-29,00631L.TW,22.57,22.57,22.11,22.18,22.18,5444000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-01-30,00631L.TW,22.2,22.32,22.0,22.0,22.0,3793000.0,TWSE_STOCK_DAY,2015-01,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-02,00631L.TW,22.0,22.15,21.88,21.99,21.99,1315000.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-03,00631L.TW,22.12,22.4,22.06,22.3,22.3,1935000.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-04,00631L.TW,22.5,22.78,22.5,22.67,22.67,1917000.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-05,00631L.TW,22.63,22.63,22.41,22.56,22.56,912000.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-06,00631L.TW,22.69,22.69,22.33,22.33,22.33,1871000.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-09,00631L.TW,22.3,22.3,22.11,22.25,22.25,961800.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-10,00631L.TW,22.25,22.28,22.1,22.13,22.13,1587000.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-11,00631L.TW,22.3,22.55,22.3,22.46,22.46,1439000.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-12,00631L.TW,22.46,22.55,22.38,22.48,22.48,736000.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-13,00631L.TW,22.61,22.79,22.61,22.73,22.73,1277200.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-24,00631L.TW,22.97,23.21,22.94,23.16,23.16,1910100.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-25,00631L.TW,23.33,23.5,23.28,23.43,23.43,1503318.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-02-26,00631L.TW,23.3,23.34,23.1,23.2,23.2,1206100.0,TWSE_STOCK_DAY,2015-02,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-02,00631L.TW,23.27,23.36,23.0,23.01,23.01,1059000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-03,00631L.TW,23.19,23.19,22.86,23.03,23.03,1119000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-04,00631L.TW,22.81,23.09,22.81,23.08,23.08,668000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-05,00631L.TW,23.13,23.13,22.73,22.95,22.95,1214000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-06,00631L.TW,22.95,23.08,22.8,23.05,23.05,836200.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-09,00631L.TW,22.91,22.91,22.63,22.75,22.75,2269018.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-10,00631L.TW,22.75,22.75,22.45,22.58,22.58,1336000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-11,00631L.TW,22.35,22.65,22.22,22.6,22.6,1410000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-12,00631L.TW,22.61,22.9,22.53,22.9,22.9,1779100.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-13,00631L.TW,22.9,23.03,22.83,22.83,22.83,1215000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-16,00631L.TW,22.83,22.83,22.58,22.58,22.58,719000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-17,00631L.TW,22.77,23.04,22.62,22.66,22.66,1117000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-18,00631L.TW,22.66,23.1,22.66,23.0,23.0,1648000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-19,00631L.TW,23.3,23.6,23.3,23.57,23.57,1635500.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-20,00631L.TW,23.55,23.57,23.43,23.52,23.52,561397.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-23,00631L.TW,23.52,23.63,23.44,23.53,23.53,518000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-24,00631L.TW,23.51,23.55,23.29,23.38,23.38,1083000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-25,00631L.TW,23.35,23.4,23.16,23.24,23.24,1034000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-26,00631L.TW,22.8,22.92,22.67,22.84,22.84,1814000.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-27,00631L.TW,22.82,22.82,22.4,22.46,22.46,2456100.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-30,00631L.TW,22.45,22.56,22.4,22.46,22.46,1668182.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-03-31,00631L.TW,22.73,22.77,22.51,22.68,22.68,2929637.0,TWSE_STOCK_DAY,2015-03,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-01,00631L.TW,22.6,22.6,22.28,22.34,22.34,2286000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-02,00631L.TW,22.54,22.86,22.53,22.85,22.85,2305001.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-07,00631L.TW,22.92,22.95,22.85,22.93,22.93,1111000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-08,00631L.TW,22.9,22.9,22.56,22.67,22.67,953000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-09,00631L.TW,22.65,23.03,22.57,22.57,22.57,1711000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-10,00631L.TW,22.75,23.0,22.75,22.87,22.87,993000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-13,00631L.TW,22.96,23.05,22.91,23.05,23.05,1158000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-14,00631L.TW,22.96,23.01,22.83,22.98,22.98,1355000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-15,00631L.TW,22.93,22.93,22.3,22.36,22.36,3563000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-16,00631L.TW,22.49,22.83,22.49,22.83,22.83,1614000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-17,00631L.TW,22.79,22.79,22.57,22.61,22.61,1205000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-20,00631L.TW,22.5,22.62,22.27,22.53,22.53,2224000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-21,00631L.TW,22.65,22.7,22.43,22.47,22.47,737000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-22,00631L.TW,22.51,22.87,22.51,22.87,22.87,1350000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-23,00631L.TW,22.95,23.99,22.95,23.91,23.91,8385000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-24,00631L.TW,24.12,24.76,24.1,24.4,24.4,7846400.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-27,00631L.TW,24.7,24.9,24.53,24.78,24.78,4848000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-28,00631L.TW,24.78,24.9,24.49,24.6,24.6,2317000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-29,00631L.TW,24.62,24.78,24.13,24.21,24.21,2978600.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-04-30,00631L.TW,24.19,24.3,23.99,24.1,24.1,2784000.0,TWSE_STOCK_DAY,2015-04,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-04,00631L.TW,24.2,24.2,23.8,24.17,24.17,1332000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-05,00631L.TW,24.1,24.1,23.75,23.84,23.84,1806000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-06,00631L.TW,23.65,23.98,23.52,23.88,23.88,1317000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-07,00631L.TW,23.61,23.62,23.36,23.4,23.4,3414400.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-08,00631L.TW,23.44,23.56,23.35,23.35,23.35,1601000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-11,00631L.TW,23.7,23.7,23.11,23.34,23.34,4297000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-12,00631L.TW,23.35,23.52,23.23,23.36,23.36,2698000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-13,00631L.TW,23.4,23.63,23.37,23.58,23.58,1925000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-14,00631L.TW,23.58,23.58,22.91,22.98,22.98,5868150.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-15,00631L.TW,23.03,23.08,22.72,22.8,22.8,3791100.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-18,00631L.TW,22.8,22.96,22.75,22.93,22.93,1643127.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-19,00631L.TW,22.98,23.5,22.98,23.5,23.5,4288000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-20,00631L.TW,23.45,23.5,23.3,23.36,23.36,2011000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-21,00631L.TW,23.03,23.15,22.64,22.83,22.83,4820000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-22,00631L.TW,22.83,23.2,22.83,23.07,23.07,4063000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-25,00631L.TW,23.07,23.2,22.82,23.1,23.1,2464000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-26,00631L.TW,23.4,23.59,23.2,23.27,23.27,1992000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-27,00631L.TW,23.1,23.45,23.1,23.39,23.39,1750000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-28,00631L.TW,23.45,23.71,23.43,23.54,23.54,3727000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-05-29,00631L.TW,23.55,23.69,23.33,23.36,23.36,1339000.0,TWSE_STOCK_DAY,2015-05,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-01,00631L.TW,23.36,23.38,22.9,23.07,23.07,2367000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-02,00631L.TW,22.9,23.06,22.75,22.95,22.95,1241000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-03,00631L.TW,22.99,23.03,22.65,22.66,22.66,2089000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-04,00631L.TW,22.66,22.66,21.62,21.69,21.69,6273127.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-05,00631L.TW,21.6,21.82,21.46,21.69,21.69,3071000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-08,00631L.TW,21.69,22.06,21.35,21.85,21.85,4027000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-09,00631L.TW,21.79,21.79,21.24,21.3,21.3,4579000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-10,00631L.TW,21.5,21.75,21.46,21.58,21.58,2479000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-11,00631L.TW,21.79,21.79,21.36,21.57,21.57,1460000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-12,00631L.TW,21.51,21.69,21.37,21.52,21.52,942000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-15,00631L.TW,21.52,21.68,21.33,21.38,21.38,1552000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-16,00631L.TW,21.38,21.39,21.05,21.09,21.09,3905000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-17,00631L.TW,21.2,21.29,21.06,21.22,21.22,2354000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-18,00631L.TW,21.25,21.34,21.09,21.27,21.27,2240000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-22,00631L.TW,21.4,21.82,21.4,21.77,21.77,4158000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-23,00631L.TW,21.9,22.16,21.88,21.92,21.92,3333000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-24,00631L.TW,21.9,21.98,21.79,21.95,21.95,1763000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
