signal_date,candidate_rank,ticker,candidate_available,consensus_count,route_count,candidate_score,route_source_flags,variant_source_flags,route_row_count,rank_source,route_source_policy,c2_market_health_gate,raw_consensus4_exception_active,exception_allowed_by_c2,prior_single_exception_ticker,prior_c2_allowed_exception_ticker,top1_matches_prior_single_exception,top1_matches_prior_c2_allowed_exception,entry_date,exit_date,entry_open,entry_close,exit_close,gross_return_unadjusted,representative_net_return_local_ep05_cost_unit_notional,official_unadjusted_ohlc_path_ready,adjusted_close_ready,source_quality,entry_source_route,exit_source_route,entry_adjustment_policy,exit_adjustment_policy,total_cost_twd,cost_application_status,adjustment_policy,candidate_contract_policy,future_data_violation_count,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2015-01-23,1,2317,True,4.0,2.0,402.0,low_risk_strength|pullback_repair,dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,4.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,False,True,False,2317,,True,False,2015-01-26,2015-02-02,87.8,88.8,86.5,-0.0259009009009009,-0.0315910157141718,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5735.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2015-01-23,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2317,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-01-23,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2317,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-01-23,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2317,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-01-23,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2317,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-01-30,1,2603,True,4.0,2.0,402.0,low_risk_strength|pullback_repair,dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,4.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,2603,2603,True,True,2015-02-02,2015-02-09,22.05,21.6,22.4,0.0370370370370369,0.0309788533985686,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6014.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2015-01-30,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2603,2603,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-01-30,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2603,2603,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-01-30,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2603,2603,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-01-30,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2603,2603,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-04-30,1,2316,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,2316,2316,True,True,2015-05-04,2015-05-11,23.05,22.8,21.75,-0.0460526315789473,-0.0516251482159858,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5646.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2015-04-30,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2316,2316,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-04-30,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2316,2316,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-04-30,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2316,2316,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-04-30,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2316,2316,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-05-15,1,3008,True,4.0,2.0,402.0,low_risk_strength|pullback_repair,dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,4.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,3008,3008,True,True,2015-05-18,2015-05-25,3115.0,3130.0,3465.0,0.1070287539936101,0.1005617601083316,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6314.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2015-05-15,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3008,3008,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-05-15,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3008,3008,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-05-15,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3008,3008,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-05-15,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3008,3008,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-10-08,1,6143,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,6143,6143,True,True,2015-10-12,2015-10-19,68.5,67.9,66.2,-0.0250368188512518,-0.0307322344389284,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5739.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2015-10-08,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6143,6143,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-10-08,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6143,6143,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-10-08,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6143,6143,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-10-08,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6143,6143,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-10-16,1,8433,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,8433,8433,True,True,2015-10-19,2015-10-26,125.0,124.0,116.5,-0.0604838709677418,-0.0659722118197133,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5582.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2015-10-16,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,8433,8433,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-10-16,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,8433,8433,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-10-16,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,8433,8433,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2015-10-16,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,8433,8433,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-01-08,1,2485,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,False,True,False,2485,,True,False,2016-01-11,2016-01-18,56.8,57.0,57.3,0.0052631578947368,-0.0006092616559614,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5873.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2016-01-08,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2485,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-01-08,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2485,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-01-08,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2485,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-01-08,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2485,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-01-15,1,2409,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,False,True,False,2409,,True,False,2016-01-18,2016-01-25,8.85,9.09,8.87,-0.0242024202420242,-0.0299028087964931,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5743.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2016-01-15,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2409,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-01-15,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2409,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-01-15,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2409,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-01-15,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2409,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-02-26,1,3324,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,3324,3324,True,True,2016-03-01,2016-03-08,70.0,75.9,82.5,0.0869565217391303,0.0806065462861021,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6235.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2016-02-26,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3324,3324,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-02-26,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3324,3324,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-02-26,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3324,3324,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-02-26,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3324,3324,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-09-02,1,6451,True,4.0,2.0,402.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|market_bias_pool_trend_route|pool_breadth_route,4.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,False,True,False,6451,,True,False,2016-09-05,2016-09-12,144.0,146.5,156.0,0.0648464163822526,0.0586260190005368,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6136.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2016-09-02,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,6451,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-09-02,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,6451,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-09-02,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,6451,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2016-09-02,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,6451,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
