signal_date,score_variant,candidate_rank,integrated_rank,ticker,name,market,integrated_score,route_support_base_score,low_base_score,price_position_low_base,stock_specific_bias_score,recent_runup_penalty,recent_runup_inverse,improving_rs_score,liquidity_improvement,quality_support,overheat_veto_flag,overheat_inverse,quality_component,rs_component,liquidity_component,bias_health_component,route_support_component,risk_inverse_component,pool_persistence_component_proxy,consensus_trigger,prior_c2_allowed_exception_ticker,prior_single_exception_ticker,route_support_variant_count,route_support_mode_count,route_support_variant_flags,route_support_mode_flags,layer1_quality_floor_risk_pctile_by_week,layer1_pass_bottom30,RS20,RS40,RS60,RS30_proxy,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,BIAS20,BIAS60,BIAS120,BIAS20_percentile,BIAS60_percentile,BIAS120_percentile,volatility_pctile_by_week,exhaustion_risk_score,breakdown_risk_score,entry_date,exit_date,entry_open,entry_close,exit_close,gross_return_unadjusted,net_return_local_ep05_cost_unit_notional,official_unadjusted_ohlc_path_ready,adjusted_close_ready,source_quality,entry_source_route,exit_source_route,total_cost_twd,cost_application_status,adjustment_policy,future_data_violation_count,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2017-11-24,baseline_route_support,1,1,6573,虹揚-KY,TWSE,0.679014751539543,0.679014751539543,0.5198839601135985,0.06285714285714286,0.856,0.45114764267990076,0.5488523573200992,0.6993750000000001,0.2948529411764706,0.8372791519434629,True,0.35000000000000003,0.8372791519434629,0.140625,0.25,0.9276261373035567,1.0,0.5783268551236749,1.0,True,6573.0,6573,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3127208480565371,True,0.3746789492717701,0.904466328062641,,0.6395726386672056,297.0,211.0,306.0,-0.0067627570189221,,,0.391439205955335,,,0.9964664310954064,0.1866925795053003,0.3,2017-11-27,2017-12-04,72.7,70.8,65.0,-0.0819209039548022,-0.0872836363178823,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5487.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2018-03-16,baseline_route_support,1,1,6150,撼訊,TPEx,0.6233973932161984,0.6233973932161984,0.45101849505857616,0.3264431174399019,0.0,0.8205814562716012,0.17941854372839883,0.9369999999999999,0.5104651162790699,0.9268166089965398,True,5.551115123125783e-17,0.9268166089965398,0.012579113924050634,0.49375,0.26612414204580803,1.0,0.6017707943929456,1.0,True,6150.0,6150,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.2231833910034602,True,0.6315291807067629,1.9071543031469604,2.8957708644902778,1.2693417419268616,130.0,41.0,43.0,0.0256410256410256,0.6561199766916448,1.421515614665117,0.6051188299817185,0.9956949569495694,1.0,0.9965397923875432,0.2307303272513693,0.1621864951768488,2018-03-19,2018-03-26,280.0,297.0,369.0,0.2424242424242424,0.235167122018246,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,6922.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2018-06-08,baseline_route_support,1,1,3090,日電貿,TWSE,0.6627088815744812,0.6627088815744812,0.4745349537644976,0.20149393090569528,0.015268292682927176,0.7565824201768676,0.2434175798231324,0.9207500000000001,0.7570108695652173,0.8538327526132404,True,0.30000000000000004,0.8538327526132404,0.034374999999999996,0.6375,0.3551837284003057,1.0,0.7598519456093883,1.0,True,3090.0,3090,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.2961672473867596,True,0.2245056004667309,0.5455982660386267,0.9958067045945967,0.3850519332526788,101.0,15.0,23.0,0.0138498160571306,0.2891686444467372,0.7007631047548463,0.4912174439733495,0.9670731707317072,0.9913686806411838,0.8846153846153846,0.2145530018761725,0.1460392156862744,2018-06-11,2018-06-19,94.8,95.9,88.1,-0.0813347236704902,-0.086701446202484,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5490.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2018-06-29,baseline_route_support,1,1,8163,達方,TWSE,0.6287042148175738,0.6287042148175738,0.45539812874713564,0.30785070785070756,0.0,0.936740611332554,0.06325938866744596,0.9207500000000001,0.7948790322580646,0.8304123711340207,True,5.551115123125783e-17,0.8304123711340207,0.021875000000000002,0.803125,0.09582185207198639,1.0,0.5949441041414418,1.0,True,8163.0,8163,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3195876288659793,True,0.2669220450292651,1.466945007379019,1.6467684671467926,0.866933526204142,20.0,15.0,31.0,0.0220175383256577,0.5153404839111998,0.9237810610483812,0.8660986001217286,0.9938837920489296,0.9962848297213622,0.9103448275862068,0.2604397996504492,0.1597837837837837,2018-07-02,2018-07-09,82.0,82.0,74.7,-0.0890243902439024,-0.0943460004094206,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5456.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2019-09-12,baseline_route_support,1,1,3661,世芯-KY,TWSE,0.5950437685240214,0.5950437685240214,0.3608768312365349,0.08133472367048997,0.0,0.9290172387639282,0.07098276123607183,0.9288750000000001,0.6734913793103448,0.5629692832764506,True,5.551115123125783e-17,0.5629692832764506,0.05625,0.571875,0.11331031886567966,1.0,0.6581525692484032,1.0,True,3661.0,3661,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.5870307167235495,True,0.2541881838427948,0.4685710698779668,0.4628931723200449,0.3613796268603808,51.0,31.0,58.0,0.0445407962160032,0.2380477777431713,0.4071668156434468,0.867822966507177,0.9766606822262118,0.9855508729680916,0.9075342465753424,0.1568787741012778,0.0105109489051094,2019-09-16,2019-09-23,131.5,134.0,164.0,0.2238805970149253,0.216731097447103,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,6840.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2019-12-06,baseline_route_support,1,1,2330,台積電,TWSE,0.5003269028825608,0.5003269028825608,0.45867869173770426,0.06285714285714286,0.20409069212410502,0.8181261323748946,0.18187386762510538,0.62,0.775,0.9068493150684932,False,1.0,0.9068493150684932,0.409375,1.0,0.32640792217348097,0.2,0.9927181596530273,1.0,True,8040.0,8040,1.0,1.0,market_bias_pool_trend_route,pullback_repair,0.2431506849315068,True,0.0191475170459478,0.0254304214037062,0.0667609072093757,0.022288969224827,1.0,1.0,1.0,0.0154095701540957,0.0709703173562202,0.1517409502782761,0.7534165181224005,0.8621718377088305,0.8947997609085475,0.1379310344827586,0.0270956153561446,0.002031746031746,2019-12-09,2019-12-16,314.0,316.0,336.0,0.0632911392405062,0.0570797074454006,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,6129.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2020-01-10,baseline_route_support,1,1,3260,威剛,TPEx,0.6352861479826526,0.6352861479826526,0.4145195420221691,0.06285714285714286,0.0,0.964262946087971,0.03573705391202897,0.928875,0.7151819620253165,0.8817073170731707,True,0.30000000000000004,0.8817073170731707,0.01875,0.6,0.06508406715846915,1.0,0.8071417463290713,1.0,True,3260.0,3260,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.2682926829268293,True,0.171864114859775,0.3474409428194058,0.3784332560906993,0.2596525288395904,22.0,30.0,79.0,0.0596603280592248,0.2569231210721152,0.3449919776448822,0.943586698337292,0.9833234067897558,0.9754637941352484,0.775438596491228,0.1714330146837145,0.0,2020-01-13,2020-01-20,74.3,76.0,76.0,0.0,-0.0058420723078782,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,5850.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2021-06-18,baseline_route_support,1,1,2636,台驊控股,TWSE,0.5955662492258611,0.5955662492258611,0.3612131512680651,0.06285714285714286,0.0,0.9996506477891741,0.00034935221082588175,0.9125,0.6094565217391305,0.7616838487972509,True,5.551115123125783e-17,0.7616838487972509,0.07812500000000001,0.525,0.0007783830353394657,1.0,0.5932918836883508,1.0,True,2636.0,2636,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3883161512027491,True,1.7129965486636474,1.774524158125915,0.1794929856767697,1.7437603533947812,29.0,45.0,115.0,0.5955207543992589,1.3182318639644417,2.01975990651227,0.9994192799070848,1.0,0.999413145539906,0.9312714776632304,0.3068324652465965,0.12,2021-06-21,2021-06-28,189.5,205.5,244.0,0.1873479318734794,0.1804115887148637,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,6679.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2021-07-09,baseline_route_support,1,1,2351,順德,TWSE,0.5934372382034301,0.5934372382034301,0.346534154313235,0.06285714285714286,0.0,0.9694465786189186,0.030553421381081414,0.928875,0.36592905405405407,0.7404436860068261,True,0.30000000000000004,0.7404436860068261,0.034375,0.33125000000000004,0.062470901226092446,1.0,0.7762148290011516,1.0,True,2351.0,2351,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.409556313993174,True,0.6221455095565702,0.8971210373971785,0.8721765298294526,0.7596332734768744,64.0,72.0,111.0,0.197436924309171,0.4874141876430207,0.6069797022519214,0.9642651296829972,0.976891969959561,0.9651365485183032,0.757679180887372,0.1751406839953936,0.12,2021-07-12,2021-07-19,151.0,152.0,141.5,-0.069078947368421,-0.074516544306743,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5543.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2021-12-30,baseline_route_support,1,1,8478,東哥遊艇,TWSE,0.5818693130813628,0.5818693130813628,0.4187824357744333,0.2896129211918684,0.0009216482878697807,0.6892117539176958,0.31078824608230415,0.9369999999999999,0.3441637630662021,0.7719931271477664,True,5.551115123125783e-17,0.7719931271477664,0.0375,0.1875,0.25889195493707934,1.0,0.6044233739406518,0.75,True,8478.0,8478,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3780068728522336,True,0.3785581980714383,0.7638500005401689,0.8493871497317746,0.5712040993058036,249.0,135.0,287.0,0.0051589282742553,0.3807397473215783,0.5918894462649459,0.3395026026604974,0.9750435287289612,0.9761211415259172,0.9826989619377162,0.2248796036525975,0.1574269005847953,2022-01-03,2022-01-10,153.0,150.5,142.0,-0.0564784053156146,-0.0619895001433069,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5599.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2022-08-12,baseline_route_support,1,1,6796,晉弘,TWSE,0.647577333201443,0.647577333201443,0.5455806722637043,0.06285714285714286,0.856,0.3287005163511188,0.6712994836488813,0.7518750000000001,0.29585336538461543,0.8293103448275864,True,0.35000000000000003,0.8293103448275864,0.140625,0.125,0.7462229871868425,1.0,0.578325,0.5,True,6796.0,6796,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3206896551724137,True,0.3133319343574665,1.1470614157573358,,0.7301966750574012,266.0,285.0,416.0,-0.0238288077070634,,,0.1193344807802639,,,0.996551724137931,0.1867,0.3,2022-08-15,2022-08-22,114.0,113.5,127.5,0.1233480176211454,0.1167851721658544,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,6396.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-01-30,low_base_balanced,1,1,2603,長榮,TWSE,0.6892331648952121,0.6966148551220627,0.5383523460366351,0.06285714285714286,0.856,0.30395277207392196,0.6960472279260781,0.50625,0.5962500000000001,0.6482638888888889,True,0.65,0.6482638888888889,0.5,0.759375,0.7095596623317362,0.8,0.6741250000000001,1.0,True,2603.0,2603,4.0,2.0,dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,low_risk_strength|pullback_repair,0.5017361111111112,True,,,,,26.0,27.0,27.0,-0.0366627244382325,,,0.0643394934976043,,,,0.0435,0.6599999999999999,2015-02-02,2015-02-09,22.05,21.6,22.4,0.0370370370370369,0.0309788533985686,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,6014.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
