ticker,name,scope_bucket,keyword_source_status,keyword_source,keyword_evidence_text,matched_keywords,keyword_hit_count,contract_project_keyword_proxy,source_audit_policy
6182,合晶,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
8070,長華*,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2880,華南金,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3706,神達,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3481,群創,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
1402,遠東新,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
5351,鈺創,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
6548,長科*,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
1504,東元,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2395,研華,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2472,立隆電,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
5425,台半,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3037,欣興,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2481,強茂,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2369,菱生,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3189,景碩,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3044,健鼎,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
8261,富鼎,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2303,聯電,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2404,漢唐,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
6175,立敦,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2609,陽明,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3236,千如,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
6197,佳必琪,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
6806,森崴能源,sanity_case_not_latest_primary80,bounded_mops_monthly_revenue_notes_ready,MOPS monthly revenue company-specific ajax notes,MOPS company-specific monthly revenue value converted from thousand TWD to TWD; available_date uses conservative next-month day 10 weekday-adjusted rule.; revenue_change_note=主要係因離岸之主要工程開始施作認列收入所致 | MOPS company-specific monthly revenue value converted from thousand TWD to TWD; available_date uses conservative next-month day 10 weekday-adjusted rule.; revenue_change_note=主要係因離岸之主要工程開始施作認列收入所致 | MOPS company-specific monthly revenue value converted from thousand TWD to TWD; available_date uses conservative next-month day 10 weekday-adjusted rule.; revenue_change_note=主要係因離岸之主要工程開始施作認列收入所致 | MOP,工程;離岸;認列收入,3,True,accepted_as_diagnostic_proxy_evidence_only
