decision_date,weekly_review,canonical_rank1,rank1_state,rank1_entry_confirmed_2d,incumbent,incumbent_state,incumbent_deterioration_confirmed_2d,market_state,controller_ready,decision,reason,pending_execution_date,normal_switch_enabled,00631L_fallback_used,future_return_used_as_rule
2023-08-08,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-09,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-10,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-11,True,4123,healthy_rise,True,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-08-14,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-15,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-16,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-17,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-18,True,2458,healthy_rise,True,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-08-21,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-22,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-23,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-24,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-25,True,2458,healthy_rise,True,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-08-28,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-29,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-30,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-08-31,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-01,True,8112,healthy_rise,True,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-09-04,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-05,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-06,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-07,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-08,True,2332,healthy_rise,True,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-09-11,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-12,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-13,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-14,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-15,True,2402,healthy_rise,True,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-09-18,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-19,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-20,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-21,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-22,True,2492,healthy_rise,True,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-09-25,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-26,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-27,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-09-28,True,2492,healthy_rise,True,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-10-02,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-03,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-04,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-05,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-06,True,1584,healthy_rise,True,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-10-11,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-12,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-13,True,1584,cooling_down,False,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-10-16,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-17,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-18,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-19,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-20,True,6531,healthy_rise,True,,,False,PIT_warmup_or_low_confidence,False,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-10-23,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-24,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-25,False,,,False,,,False,PIT_warmup_or_low_confidence,False,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-26,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-27,True,1319,cooling_down,False,,,False,ordinary_market,True,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-10-30,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-10-31,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-11-01,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-11-02,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-11-03,True,1216,healthy_rise,False,,,False,ordinary_market,True,remain_no_position,entry_gate_not_all_pass,,False,False,False
2023-11-06,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-11-07,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-11-08,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-11-09,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2023-11-10,True,1524,healthy_rise,True,,,False,ordinary_market,True,schedule_entry,weekly_rank1_2daily_entry_confirmed,2023-11-13,False,False,False
2023-11-13,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-14,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-15,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-16,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-17,True,4162,healthy_rise,True,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-20,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-21,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-22,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-23,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-24,True,3034,healthy_rise,True,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-27,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-28,False,,,False,1524,,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-29,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-11-30,False,,,False,1524,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-01,True,2883,healthy_rise,False,1524,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-04,False,,,False,1524,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-05,False,,,False,1524,cooling_down,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-06,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-07,False,,,False,1524,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-08,True,2454,healthy_rise,True,1524,overheat_warning,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-11,False,,,False,1524,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-12,False,,,False,1524,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-13,False,,,False,1524,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-14,False,,,False,1524,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-15,True,3362,healthy_rise,True,1524,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-18,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-19,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-20,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-21,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-22,True,1582,healthy_rise,True,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-25,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-26,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-27,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-28,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2023-12-29,True,3293,healthy_rise,True,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-02,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-03,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-04,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-05,True,6239,overheat_warning,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-08,False,,,False,1524,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-09,False,,,False,1524,confirmed_weakening,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-10,False,,,False,1524,confirmed_weakening,True,ordinary_market,True,schedule_exit,confirmed_deterioration_2daily_closes,2024-01-11,False,False,False
2024-01-11,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-01-12,True,2377,healthy_rise,True,,,False,ordinary_market,True,schedule_entry,weekly_rank1_2daily_entry_confirmed,2024-01-15,False,False,False
2024-01-15,False,,,False,2377,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-16,False,,,False,2377,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-17,False,,,False,2377,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-18,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-19,True,6756,healthy_rise,True,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-22,False,,,False,2377,cooling_down,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-23,False,,,False,2377,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-24,False,,,False,2377,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-25,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-26,True,3032,healthy_rise,True,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-29,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-30,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-01-31,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-01,False,,,False,2377,turning_up,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-02,True,8210,healthy_rise,True,2377,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-05,True,5269,healthy_rise,True,2377,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-15,False,,,False,2377,cooling_down,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-16,True,2353,turning_up,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-19,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-20,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-21,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-22,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-23,True,6669,healthy_rise,True,2377,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-26,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-27,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-02-29,False,,,False,2377,turning_up,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-01,True,2383,healthy_rise,True,2377,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-04,False,,,False,2377,cooling_down,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-05,False,,,False,2377,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-06,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-07,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-08,True,6189,healthy_rise,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-11,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-12,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-13,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-14,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-15,True,3034,healthy_rise,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-18,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-19,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-20,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-21,False,,,False,2377,cooling_down,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-22,True,3034,healthy_rise,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-25,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-26,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-27,False,,,False,2377,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-28,False,,,False,2377,confirmed_weakening,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-03-29,True,3042,overheat_warning,False,2377,confirmed_weakening,True,ordinary_market,True,schedule_exit,confirmed_deterioration_2daily_closes,2024-04-01,False,False,False
2024-04-01,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-04-02,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-04-03,True,6176,overheat_warning,False,,,False,ordinary_market,True,remain_no_position,entry_gate_not_all_pass,,False,False,False
2024-04-08,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-04-09,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-04-10,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-04-11,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-04-12,True,3406,cooling_down,False,,,False,ordinary_market,True,remain_no_position,entry_gate_not_all_pass,,False,False,False
2024-04-15,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-04-16,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-04-17,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-04-18,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-04-19,True,4958,healthy_rise,True,,,False,weak_market,True,schedule_entry,weekly_rank1_2daily_entry_confirmed,2024-04-22,False,False,False
2024-04-22,False,,,False,4958,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-04-23,False,,,False,4958,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-04-24,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-04-25,False,,,False,4958,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-04-26,True,4958,healthy_rise,True,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-04-29,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-04-30,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-02,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-03,True,3045,healthy_rise,True,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-06,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-07,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-08,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-09,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-10,True,5434,healthy_rise,True,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-13,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-14,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-15,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-16,False,,,False,4958,healthy_rise,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-17,True,2327,healthy_rise,True,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-20,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-21,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-22,False,,,False,4958,cooling_down,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-23,False,,,False,4958,turning_up,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-24,True,2891,healthy_rise,False,4958,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
