signal_date,pool80_rs20_positive_share,pool80_rs40_positive_share,pool80_rs60_positive_share,pool80_rs20_median,pool80_rs40_median,pool80_rs60_median,pool80_rs20_top10_median_proxy,pool80_rs40_top10_median,pool80_rs60_top10_median,pool80_rs20_top5_median,pool80_rs20_top1_minus_median,pool80_top10_traded_value_share,pool80_top20_traded_value_share,pool80_traded_value_breadth_proxy,pool80_top50_traded_value_concentration_proxy,pool80_top10_name_turnover_rate,pool80_top20_name_turnover_rate,pool80_top10_consecutive_stay_share,pool80_two_plus_opportunity_label_share,pool80_high_exhaustion_breakdown_share,pool80_feature_asof_date,pool80_source_quality,future_return_used_as_feature,diagnostic_only
2015-05-29,0.6875,,0.7375,0.021623387448906,,0.0772426015714596,0.1994878453779157,,,,0.231471483677966,,,1.0,0.35,,,,1.0,0.025,2015-05-29,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-06-05,0.675,,0.65,0.0221666463453083,,0.0562565011268316,0.1899439271812485,,,,0.2437535780698272,,,0.975,0.3375,,,,1.0,0.0125,2015-06-05,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-06-12,0.625,,0.5625,0.0046944150003233,,0.0258204042401222,0.1598102372780604,,,,0.2450872359963267,,,1.0,0.3,,,,1.0,0.025,2015-06-12,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-06-18,0.6,,0.6875,0.0094236780097168,,0.0550500706890636,0.1885688953511208,,,,0.2996908251948103,,,0.9875,0.275,,,,1.0,0.025,2015-06-18,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-06-26,0.5,,0.6,0.0003645855903261,,0.022432554834035,0.1155095628062592,,,,0.1874250648098316,,,1.0,0.2625,,,,1.0,0.0125,2015-06-26,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-07-03,0.475,,0.525,-0.0056646213815654,,0.0030027452953573,0.2251504741098068,,,,0.3120814810585004,,,1.0,0.2875,,,,1.0,0.0,2015-07-03,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-07-09,0.5125,,0.55,0.0014089421279741,,0.0215436853525707,0.1454629123512992,,,,0.2586122772131391,,,0.9875,0.25,,,,1.0,0.0125,2015-07-09,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-07-17,0.625,,0.5875,0.0106554190689993,,0.0381996908039249,0.1415354231101093,,,,0.3789079115584604,,,0.9875,0.275,,,,1.0,0.025,2015-07-17,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-07-24,0.6,,0.475,0.0081936690304369,,-0.0090878751687939,0.0769192324708933,,,,0.0867888750177601,,,0.95,0.2125,,,,1.0,0.0,2015-07-24,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-07-31,0.4,,0.3625,-0.012442387262822,,-0.0388658582130494,0.0728890098100796,,,,0.1422083059345715,,,1.0,0.2625,,,,1.0,0.0125,2015-07-31,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-08-07,0.475,,0.3875,-0.0053824761230573,,-0.0215632574182932,0.0838004388453078,,,,0.2121598055891211,,,0.975,0.2875,,,,1.0,0.0125,2015-08-07,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-08-14,0.5375,,0.4125,0.0045317116739465,,-0.0158799746273409,0.1137372188352054,,,,0.1618981174476866,,,0.95,0.2625,,,,1.0,0.0375,2015-08-14,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-08-21,0.55,,0.425,0.0054114952673152,,-0.0121689724394681,0.125362859432436,,,,0.285959163173904,,,0.975,0.325,,,,1.0,0.025,2015-08-21,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-08-28,0.5625,,0.275,0.0079511109799065,,-0.0606743481152979,0.0984520519152079,,,,0.1313127963715039,,,0.9875,0.275,,,,1.0,0.05,2015-08-28,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-09-04,0.7375,,0.475,0.0389609899597156,,-0.0021996304393869,0.2005239260453651,,,,0.2514995071838367,,,1.0,0.3125,,,,1.0,0.1,2015-09-04,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-09-11,0.7,,0.475,0.0243661457159651,,-0.004380435957246,0.1362613394934129,,,,0.1772936479207548,,,1.0,0.225,,,,1.0,0.075,2015-09-11,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-09-18,0.7625,,0.45,0.049349055644036,,-0.0075804810750779,0.2350080991062183,,,,0.2828696126568467,,,0.9875,0.325,,,,1.0,0.1625,2015-09-18,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-09-25,0.875,,0.5875,0.059958324931809,,0.0114629127956738,0.3100225347072893,,,,0.3450975819760352,,,1.0,0.275,,,,1.0,0.1875,2015-09-25,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-10-02,0.8125,,0.4625,0.0528003864209276,,-0.0117674267590725,0.2638437193235956,,,,0.3279070742713637,,,0.9625,0.2625,,,,1.0,0.2375,2015-10-02,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-10-08,0.95,,0.525,0.0864371722551448,,0.0070595268892681,0.1991735492587391,,,,0.2700043079665455,,,1.0,0.175,,,,1.0,0.05,2015-10-08,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-10-16,0.8,,0.65,0.0426838862326761,,0.0394874329960789,0.2187368924604275,,,,0.3684569490512448,,,1.0,0.1,,,,1.0,0.025,2015-10-16,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-10-23,0.6,,0.8125,0.0151598315662923,,0.087398979584587,0.1379707254664265,,,,0.1747389295307016,,,0.975,0.125,,,,1.0,0.0,2015-10-23,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-10-30,0.9125,,0.8875,0.0629178262703427,,0.1686956465739891,0.203044197961934,,,,0.1714155702978631,,,0.9875,0.1875,,,,1.0,0.025,2015-10-30,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-11-06,0.9,,0.8,0.0619601239717044,,0.1015168161339963,0.197858642166436,,,,0.3492944953161305,,,0.975,0.1875,,,,1.0,0.0625,2015-11-06,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-11-13,0.8,,0.6625,0.0277729316786725,,0.0371162649727274,0.1770392112795882,,,,0.3438142631741446,,,1.0,0.2375,,,,1.0,0.0125,2015-11-13,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-11-20,0.925,,0.875,0.0530375464663247,,0.2285774332767967,0.2158521301465117,,,,0.390260654010904,,,1.0,0.275,,,,1.0,0.0375,2015-11-20,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-11-27,0.9,,0.7875,0.0545809377794226,,0.1683750037305892,0.2217531301197117,,,,0.2492441124080044,,,1.0,0.275,,,,1.0,0.075,2015-11-27,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-12-04,0.9,,0.8875,0.0904009822400739,,0.2455480047399529,0.2834098627774933,,,,0.2443375672827729,,,1.0,0.225,,,,1.0,0.05,2015-12-04,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-12-11,0.825,,0.8375,0.0374793144622733,,0.0920484920838874,0.2295321457027175,,,,0.2352294260152272,,,0.975,0.225,,,,1.0,0.0375,2015-12-11,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-12-18,0.7375,,0.6625,0.0306221751814288,,0.093974007752323,0.2860038606281946,,,,0.4557957870865345,,,0.9625,0.25,,,,1.0,0.025,2015-12-18,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-12-25,0.775,,0.775,0.0261103738571722,,0.0784890554578073,0.2172257074518964,,,,0.2754578072489808,,,1.0,0.225,,,,1.0,0.025,2015-12-25,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2015-12-31,0.8,,0.775,0.0380294163132301,,0.0701764627033184,0.1631015712084412,,,,0.2453961030832765,,,0.9625,0.225,,,,1.0,0.0125,2015-12-31,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-01-08,0.825,,0.85,0.041584004631663,,0.0807481287606449,0.1889433424883695,,,,0.3741169338535314,,,0.9875,0.2,,,,1.0,0.0125,2016-01-08,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-01-15,0.6,,0.725,0.0068456450392026,,0.035112785966354,0.0955141583173371,,,,0.2433846801346801,,,0.9875,0.175,,,,1.0,0.0,2016-01-15,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-01-22,0.7625,,0.7375,0.032374286971521,,0.0530560030642155,0.1375295519160439,,,,0.3101649768466314,,,0.975,0.1875,,,,1.0,0.025,2016-01-22,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-01-29,0.725,,0.7875,0.0300535269073499,,0.0698607938741032,0.1633681610287908,,,,0.1708461404627965,,,0.9875,0.1875,,,,1.0,0.0375,2016-01-29,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-02-03,0.75,,0.7875,0.0334539016762109,,0.0731969559222736,0.1415182078256582,,,,0.2620567107723843,,,0.9625,0.1375,,,,1.0,0.0,2016-02-03,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-02-19,0.8375,,0.9375,0.0477643900824166,,0.1253565561492317,0.2161551821883795,,,,0.3336963790614843,,,0.9875,0.1625,,,,1.0,0.0125,2016-02-19,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-02-26,0.6625,,0.7875,0.0267939157275593,,0.069814940707961,0.1953188192703644,,,,0.6579150914940013,,,0.95,0.1875,,,,1.0,0.075,2016-02-26,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-03-04,0.55,,0.6375,0.0079279935235644,,0.0305815590629026,0.2183943724291386,,,,0.3215187025974818,,,0.9875,0.1875,,,,1.0,0.05,2016-03-04,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-03-11,0.7,,0.6875,0.0334777889692605,,0.0523055449898509,0.2292334765627452,,,,0.5289480765998269,,,0.9625,0.1375,,,,0.975,0.05,2016-03-11,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-03-18,0.6,,0.6875,0.0117152124967083,,0.0871792948312583,0.1465135616664607,,,,0.3470492838067844,,,0.975,0.2125,,,,0.9875,0.05,2016-03-18,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-03-25,0.525,,0.7,0.0052742497453673,,0.0376613771488295,0.1959891123302485,,,,0.3302394499713587,,,0.8875,0.1625,,,,1.0,0.025,2016-03-25,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-04-01,0.5625,,0.725,0.0068123104574292,,0.0586164837730584,0.1157583524382764,,,,0.273192134095254,,,0.9875,0.1625,,,,1.0,0.0375,2016-04-01,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-04-08,0.6875,,0.7875,0.0241786220474351,,0.0734732272470533,0.2023159646093573,,,,0.4524564933067447,,,0.975,0.15,,,,1.0,0.0125,2016-04-08,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-04-15,0.6375,,0.5375,0.0106130196580945,,0.0080387077810475,0.1712557538767781,,,,0.3053205128205128,,,0.975,0.1875,,,,1.0,0.0125,2016-04-15,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-04-22,0.7,,0.6375,0.0274617486066296,,0.04721611967653,0.1869234134065453,,,,0.2068272176236721,,,0.975,0.25,,,,1.0,0.0,2016-04-22,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-04-29,0.8375,,0.675,0.0408705312801548,,0.0419607028029552,0.1694004912118849,,,,0.1666388949355554,,,1.0,0.2375,,,,1.0,0.0,2016-04-29,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-05-06,0.6875,,0.65,0.02609688427413,,0.0457695395664127,0.1761335299383875,,,,0.1739925791308473,,,0.9875,0.225,,,,1.0,0.0,2016-05-06,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-05-13,0.8375,,0.75,0.0439942681471225,,0.0469848717109961,0.1643003014820185,,,,0.1835313923549217,,,0.9625,0.2,,,,1.0,0.0,2016-05-13,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-05-20,0.675,,0.6,0.0138121740501937,,0.0242856341921402,0.1192566898314577,,,,0.1580505130228888,,,0.9875,0.175,,,,1.0,0.025,2016-05-20,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-05-27,0.7,,0.6625,0.0251552815447279,,0.0360363827598243,0.174748146981814,,,,0.1947469008032831,,,0.9875,0.2,,,,1.0,0.0125,2016-05-27,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-06-03,0.575,,0.6875,0.0090017714123998,,0.0332090764338945,0.1637516725981884,,,,0.2718676455000878,,,1.0,0.225,,,,1.0,0.0125,2016-06-03,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-06-08,0.5375,,0.625,0.003717682492148,,0.0378383243975647,0.1216945048095821,,,,0.245411577796532,,,1.0,0.2125,,,,1.0,0.0125,2016-06-08,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-06-17,0.5,,0.7,-0.000468715137707,,0.068673271544382,0.1444595102510527,,,,0.1978345426459899,,,1.0,0.25,,,,1.0,0.0125,2016-06-17,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-06-24,0.5125,,0.6375,0.0063803246384459,,0.0544553222617006,0.0963304499068222,,,,0.1439629795709112,,,1.0,0.2,,,,1.0,0.0125,2016-06-24,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-07-01,0.5,,0.6375,0.0007704115103664,,0.041214932606596,0.1039738383150745,,,,0.187177294413379,,,0.9875,0.175,,,,1.0,0.0,2016-07-01,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-07-07,0.6625,,0.6125,0.0238134156394062,,0.0294046917693217,0.1385439953335712,,,,0.2589421948484727,,,0.9875,0.225,,,,1.0,0.0,2016-07-07,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-07-15,0.5875,,0.4875,0.0074635542923923,,-0.003274423396588,0.1784950735762962,,,,0.3917762752640589,,,0.95,0.2125,,,,1.0,0.025,2016-07-15,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-07-22,0.2875,,0.625,-0.0360151291657555,,0.0181274426804175,0.1119147193631684,,,,0.2780138555171231,,,0.9875,0.2125,,,,1.0,0.0125,2016-07-22,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-07-29,0.6125,,0.5,0.0137288226965714,,-0.0007156583687676,0.1334581730399544,,,,0.1842973406953414,,,1.0,0.2,,,,1.0,0.0,2016-07-29,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-08-05,0.5875,,0.5125,0.0111560090537676,,0.0026924383601394,0.1761151155384205,,,,0.4033404791427022,,,0.9875,0.1625,,,,1.0,0.0125,2016-08-05,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-08-12,0.5625,,0.425,0.0032271714287895,,-0.016612040436198,0.1264091664313142,,,,0.1843616576084076,,,0.9375,0.1875,,,,1.0,0.0,2016-08-12,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-08-19,0.6875,,0.5375,0.0234245949991105,,0.0149501745441605,0.1554358125619082,,,,0.1693943733590694,,,1.0,0.2125,,,,1.0,0.0,2016-08-19,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-08-26,0.6375,,0.4375,0.0187160218783973,,-0.0125010666097424,0.166911646993441,,,,0.1994133300110529,,,0.975,0.225,,,,1.0,0.0125,2016-08-26,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-09-02,0.6375,,0.575,0.0202196810520115,,0.0143337194272993,0.148927922007822,,,,0.3164784743068828,,,0.9875,0.225,,,,1.0,0.0,2016-09-02,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-09-09,0.8125,,0.6625,0.0449922013143077,,0.0481988728702032,0.1969256301083685,,,,0.3173760526401794,,,1.0,0.2,,,,1.0,0.025,2016-09-09,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-09-14,0.8375,,0.475,0.0528228165684027,,-0.0078390922284624,0.2441458243888521,,,,0.2620226113681149,,,0.9875,0.2625,,,,1.0,0.0125,2016-09-14,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-09-23,0.625,,0.5375,0.0181973114554912,,0.011008380773863,0.167508730605581,,,,0.2785338801629292,,,0.975,0.2125,,,,1.0,0.0,2016-09-23,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-09-30,0.575,,0.4875,0.0080541399612322,,-0.0061093201684351,0.1150819481871573,,,,0.1879216508425728,,,0.95,0.2375,,,,1.0,0.0375,2016-09-30,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-10-07,0.8625,,0.5875,0.0357633911917403,,0.0304113553187494,0.2092336350009999,,,,0.375397135492582,,,0.9875,0.15,,,,1.0,0.0125,2016-10-07,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-10-14,0.1875,,0.4375,-0.0561812229459506,,-0.0201461826738085,0.0501995916779348,,,,0.1595661770197745,,,0.975,0.2,,,,1.0,0.0,2016-10-14,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-10-21,0.525,,0.45,0.0038817456786031,,-0.0181925102277364,0.1719865376350961,,,,0.2878559923056855,,,0.975,0.2625,,,,1.0,0.025,2016-10-21,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-10-28,0.45,,0.4625,-0.0049092229994278,,-0.0111021348028789,0.1556097101118153,,,,0.3618404118404118,,,0.95,0.275,,,,1.0,0.025,2016-10-28,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-11-04,0.4375,,0.475,-0.0086353535563804,,-0.0134017382227197,0.1043571586199855,,,,0.2120917562406923,,,0.9875,0.2375,,,,1.0,0.0,2016-11-04,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-11-11,0.65,,0.4625,0.0150153019174814,,-0.0080132035902372,0.1250852766288242,,,,0.3237279489413247,,,0.975,0.1625,,,,1.0,0.0,2016-11-11,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-11-18,0.6,,0.4625,0.0111966222258729,,-0.0164352669319723,0.1944122193214629,,,,0.2880253941048756,,,0.9625,0.1875,,,,1.0,0.0,2016-11-18,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-11-25,0.6625,,0.5,0.0213799597736935,,-0.0016704780137393,0.1609683571178506,,,,0.4234237586176537,,,0.9375,0.1625,,,,1.0,0.025,2016-11-25,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-12-02,0.825,,0.6875,0.0415380700762458,,0.0293002435895327,0.2193776771622182,,,,0.3633028464676054,,,0.9375,0.15,,,,1.0,0.0375,2016-12-02,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-12-09,0.675,,0.3,0.017733811861228,,-0.0409231406103828,0.1799693394144692,,,,0.3898835828227798,,,0.975,0.2,,,,0.975,0.0875,2016-12-09,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-12-16,0.8,,0.7,0.028566753746435,,0.0748878666678186,0.1987306931720588,,,,0.2353535353535355,,,0.975,0.2125,,,,1.0,0.0,2016-12-16,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-12-23,0.675,,0.625,0.0142960088806371,,0.0301463344503911,0.1552588167651944,,,,0.2469164142370313,,,0.9625,0.275,,,,1.0,0.0125,2016-12-23,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2016-12-30,0.6625,,0.55,0.0110198472820187,,0.0083813933324923,0.1495400728788024,,,,0.2824399471632883,,,0.9625,0.25,,,,1.0,0.0625,2016-12-30,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-01-06,0.7875,,0.7375,0.0301097350124166,,0.0494894283846346,0.1984884372262402,,,,0.2912541370374669,,,0.9875,0.2125,,,,1.0,0.0375,2017-01-06,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-01-13,0.85,,0.75,0.0284609442381998,,0.0365055518472757,0.1545173093971122,,,,0.2027802541974889,,,0.975,0.225,,,,1.0,0.025,2017-01-13,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-01-20,0.8,,0.7625,0.0568686955053143,,0.0611599556943017,0.1841383925845092,,,,0.2395139916496695,,,0.9875,0.225,,,,1.0,0.0,2017-01-20,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-01-24,0.8375,,0.775,0.0338236272297998,,0.0617847535494893,0.2406967602953413,,,,0.2475915756712886,,,0.9875,0.275,,,,1.0,0.0125,2017-01-24,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-02-03,0.925,,0.85,0.0754168724370486,,0.1121138766904629,0.2594602971731949,,,,0.3552125084728338,,,0.9875,0.225,,,,1.0,0.025,2017-02-03,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-02-10,0.8625,,0.875,0.0468941740820276,,0.1119773628712764,0.1871650479967349,,,,0.2464480546207955,,,0.975,0.2,,,,1.0,0.05,2017-02-10,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-02-17,0.9375,,0.95,0.0613832938895139,,0.0965856012677087,0.1874460654299279,,,,0.1841334998317305,,,0.925,0.175,,,,1.0,0.0375,2017-02-17,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-02-24,0.9125,,0.925,0.0647210788692128,,0.1244698642896534,0.2302055077860041,,,,0.2666743946114742,,,0.9375,0.175,,,,1.0,0.0125,2017-02-24,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-03-03,0.925,,0.8625,0.0675425969095351,,0.1022732309846775,0.2042334686951646,,,,0.3055282444568039,,,0.95,0.2125,,,,1.0,0.1625,2017-03-03,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-03-10,0.9125,,0.9,0.0495219848827183,,0.1453872704826401,0.3207503870130684,,,,0.8788116790684657,,,0.9375,0.25,,,,1.0,0.0625,2017-03-10,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-03-17,0.95,,0.95,0.0890127885341764,,0.168985299709476,0.264896476034783,,,,0.2741825187765934,,,0.875,0.1875,,,,0.9625,0.05,2017-03-17,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-03-24,0.775,,0.875,0.0397509164166929,,0.1047004367209727,0.1704427485914583,,,,0.2374673877960873,,,0.9125,0.2125,,,,1.0,0.1125,2017-03-24,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-03-31,0.7125,,0.9125,0.0241696328209531,,0.1142583230858423,0.1499860376053142,,,,0.5061504648067042,,,0.975,0.2125,,,,1.0,0.025,2017-03-31,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-04-07,0.75,,0.85,0.0334233159819497,,0.1365178605992147,0.3045298213657145,,,,0.4124861864741443,,,0.9875,0.275,,,,1.0,0.025,2017-04-07,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-04-14,0.575,,0.7125,0.0097761039494604,,0.0649866395067671,0.1599803901765032,,,,0.4997407381396685,,,0.95,0.3125,,,,1.0,0.0875,2017-04-14,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
