signal_date,state_start_date,state_end_date,holding_ticker,holding_asset_type,transition_action,target_state,previous_ticker,exception_has_signal,exception_ticker,exception_same_as_previous_signal,exception_consecutive_signal_count,cash_condition_status,path_ready,source_quality,exception_alignment_policy,future_return_used_as_feature,diagnostic_only
2021-06-11,2021-06-15,2021-06-21,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-06-18,2021-06-21,2021-06-28,2636,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,2636,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-06-25,2021-06-28,2021-07-05,00631L,etf,stock_exception_to_base_00631L,base_00631L,2636,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-07-02,2021-07-05,2021-07-12,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-07-09,2021-07-12,2021-07-19,2351,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,2351,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-07-16,2021-07-19,2021-07-26,00631L,etf,stock_exception_to_base_00631L,base_00631L,2351,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-07-23,2021-07-26,2021-08-02,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-07-30,2021-08-02,2021-08-09,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-08-06,2021-08-09,2021-08-16,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-08-13,2021-08-16,2021-08-23,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-08-20,2021-08-23,2021-08-30,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-08-27,2021-08-30,2021-09-06,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-09-03,2021-09-06,2021-09-13,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-09-10,2021-09-13,2021-09-22,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-09-17,2021-09-22,2021-09-27,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-09-24,2021-09-27,2021-10-04,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-10-01,2021-10-04,2021-10-12,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-10-08,2021-10-12,2021-10-18,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-10-15,2021-10-18,2021-10-25,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-10-22,2021-10-25,2021-11-01,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-10-29,2021-11-01,2021-11-08,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-11-05,2021-11-08,2021-11-15,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-11-12,2021-11-15,2021-11-22,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-11-19,2021-11-22,2021-11-29,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-11-26,2021-11-29,2021-12-06,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-12-03,2021-12-06,2021-12-13,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-12-10,2021-12-13,2021-12-20,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-12-17,2021-12-20,2021-12-27,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-12-24,2021-12-27,2022-01-03,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2021-12-30,2022-01-03,2022-01-10,8478,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,8478,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-01-07,2022-01-10,2022-01-17,00631L,etf,stock_exception_to_base_00631L,base_00631L,8478,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-01-14,2022-01-17,2022-01-24,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-01-21,2022-01-24,2022-02-07,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-01-26,2022-02-07,2022-02-14,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-02-11,2022-02-14,2022-02-21,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-02-18,2022-02-21,2022-03-01,6719,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,6719,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-02-25,2022-03-01,2022-03-07,00631L,etf,stock_exception_to_base_00631L,base_00631L,6719,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-03-04,2022-03-07,2022-03-14,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-03-11,2022-03-14,2022-03-21,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-03-18,2022-03-21,2022-03-28,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-03-25,2022-03-28,2022-04-06,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-04-01,2022-04-06,2022-04-11,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-04-08,2022-04-11,2022-04-18,4736,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,4736,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_tpex_trading_stock,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-04-15,2022-04-18,2022-04-25,00631L,etf,stock_exception_to_base_00631L,base_00631L,4736,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-04-22,2022-04-25,2022-05-03,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-04-29,2022-05-03,2022-05-09,4736,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,4736,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_tpex_trading_stock,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-05-06,2022-05-09,2022-05-16,00631L,etf,stock_exception_to_base_00631L,base_00631L,4736,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-05-13,2022-05-16,2022-05-23,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-05-20,2022-05-23,2022-05-30,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-05-27,2022-05-30,2022-06-06,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-06-02,2022-06-06,2022-06-13,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-06-10,2022-06-13,2022-06-20,1522,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,1522,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-06-17,2022-06-20,2022-06-27,00631L,etf,stock_exception_to_base_00631L,base_00631L,1522,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-06-24,2022-06-27,2022-07-04,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-07-01,2022-07-04,2022-07-11,5904,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,5904,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_tpex_trading_stock,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-07-08,2022-07-11,2022-07-18,00631L,etf,stock_exception_to_base_00631L,base_00631L,5904,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-07-15,2022-07-18,2022-07-25,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-07-22,2022-07-25,2022-08-01,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-07-29,2022-08-01,2022-08-08,2419,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,2419,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-08-05,2022-08-08,2022-08-15,00631L,etf,stock_exception_to_base_00631L,base_00631L,2419,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-08-12,2022-08-15,2022-08-22,6796,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,6796,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-08-19,2022-08-22,2022-08-29,00631L,etf,stock_exception_to_base_00631L,base_00631L,6796,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-08-26,2022-08-29,2022-09-05,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-09-02,2022-09-05,2022-09-12,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-09-08,2022-09-12,2022-09-19,8069,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,8069,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_tpex_trading_stock,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-09-16,2022-09-19,2022-09-26,00631L,etf,stock_exception_to_base_00631L,base_00631L,8069,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-09-23,2022-09-26,2022-10-03,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-09-30,2022-10-03,2022-10-11,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-10-07,2022-10-11,2022-10-17,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-10-14,2022-10-17,2022-10-24,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-10-21,2022-10-24,2022-10-31,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-10-28,2022-10-31,2022-11-07,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-11-04,2022-11-07,2022-11-14,2468,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,2468,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-11-11,2022-11-14,2022-11-21,00631L,etf,stock_exception_to_base_00631L,base_00631L,2468,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-11-18,2022-11-21,2022-11-28,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-11-25,2022-11-28,2022-12-05,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-12-02,2022-12-05,2022-12-12,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-12-09,2022-12-12,2022-12-19,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-12-16,2022-12-19,2022-12-26,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
2022-12-23,2022-12-26,2022-12-29,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,False,True
