snapshot_date,routing_variant,selected_route_mode,ticker,name,recommendation_type,entry_date,exit_date,next_day_close_ready,next_day_open_ready,adjusted_close_ready,entry_close,entry_open,exit_close,gross_return_next_day_close_unadjusted_5td,gross_return_next_day_open_unadjusted_5td,net_return_local_ep05_cost_unit_notional_close_entry,cost_model_version,formal_portfolio_replay,path_blocked_reason,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2024-03-01,dispersion_route,rs20_top3_risk_tiebreak,3147,大綜,stock,2024-03-04,2024-03-11,True,True,False,147.0,150.0,130.0,-0.11564625850340138,-0.1333333333333333,-0.1208126481171335,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-01,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,3147,大綜,stock,2024-03-04,2024-03-11,True,True,False,147.0,150.0,130.0,-0.11564625850340138,-0.1333333333333333,-0.1208126481171335,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-01,market_bias_pool_trend_route,stable_strength,1503,士電,stock,2024-03-04,2024-03-11,True,True,False,184.5,184.0,168.0,-0.08943089430894313,-0.08695652173913049,-0.09475092743767569,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-01,pool_breadth_route,stable_strength,1503,士電,stock,2024-03-04,2024-03-11,True,True,False,184.5,184.0,168.0,-0.08943089430894313,-0.08695652173913049,-0.09475092743767569,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-08,conservative_hurdle_route,hurdle_reference,6189,豐藝,stock,2024-03-11,2024-03-18,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-08,dispersion_route,rs20_top3_risk_tiebreak,3362,先進光,stock,2024-03-11,2024-03-18,True,True,False,237.0,252.5,235.5,-0.006329113924050667,-0.06732673267326728,-0.012134385536008182,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-08,hybrid_pullback_base_mega_override,pullback_repair,2330,台積電,stock,2024-03-11,2024-03-18,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-08,market_bias_pool_trend_route,pullback_repair,2330,台積電,stock,2024-03-11,2024-03-18,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-08,pool_breadth_route,low_risk_strength,6274,台燿,stock,2024-03-11,2024-03-18,True,True,False,157.5,158.0,163.5,0.03809523809523818,0.034810126582278444,0.03203139628067916,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-15,conservative_hurdle_route,rs20_top3_risk_tiebreak,3312,弘憶股,stock,2024-03-18,2024-03-25,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-15,dispersion_route,rs20_top3_risk_tiebreak,3312,弘憶股,stock,2024-03-18,2024-03-25,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-15,hybrid_pullback_base_mega_override,pullback_repair,2330,台積電,stock,2024-03-18,2024-03-25,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-15,market_bias_pool_trend_route,pullback_repair,2330,台積電,stock,2024-03-18,2024-03-25,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-15,pool_breadth_route,stable_strength,3312,弘憶股,stock,2024-03-18,2024-03-25,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-22,conservative_hurdle_route,hurdle_reference,3034,聯詠,00631L,2024-03-25,2024-04-01,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,00631L_reference_path_separate_from_ordinary_stock_path,True,False,False,False,False,False,False,True,False
2024-03-22,dispersion_route,rs20_top3_risk_tiebreak,2611,志信,stock,2024-03-25,2024-04-01,True,True,False,23.8,24.3,23.65,-0.00630252100840345,-0.026748971193415683,-0.012107379445974988,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-22,hybrid_pullback_base_mega_override,pullback_repair,1319,東陽,stock,2024-03-25,2024-04-01,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-22,market_bias_pool_trend_route,pullback_repair,1319,東陽,stock,2024-03-25,2024-04-01,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-22,pool_breadth_route,low_risk_strength,2360,致茂,stock,2024-03-25,2024-04-01,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-03-29,conservative_hurdle_route,hurdle_reference,6176,瑞儀,stock,2024-04-01,2024-04-10,True,True,False,169.5,166.5,175.0,0.032448377581120846,0.05105105105105112,0.02641701259006367,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-29,dispersion_route,rs20_top3_risk_tiebreak,2359,所羅門,stock,2024-04-01,2024-04-10,True,True,False,79.7,76.4,100.5,0.26097867001254693,0.3154450261780104,0.25361224236482377,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-29,hybrid_pullback_base_mega_override,pullback_repair,6274,台燿,stock,2024-04-01,2024-04-10,True,True,False,182.5,180.0,186.5,0.021917808219177992,0.036111111111111205,0.01594759035994178,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-29,market_bias_pool_trend_route,pullback_repair,6274,台燿,stock,2024-04-01,2024-04-10,True,True,False,182.5,180.0,186.5,0.021917808219177992,0.036111111111111205,0.01594759035994178,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-03-29,pool_breadth_route,low_risk_strength,6176,瑞儀,stock,2024-04-01,2024-04-10,True,True,False,169.5,166.5,175.0,0.032448377581120846,0.05105105105105112,0.02641701259006367,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-03,conservative_hurdle_route,hurdle_reference,6176,瑞儀,stock,2024-04-08,2024-04-15,True,True,False,170.5,173.0,176.5,0.035190615835777095,0.020231213872832443,0.029142981253885158,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-03,dispersion_route,rs20_top3_risk_tiebreak,1608,華榮,stock,2024-04-08,2024-04-15,True,True,False,33.0,30.3,39.0,0.18181818181818188,0.28712871287128716,0.17491492115227916,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-03,hybrid_pullback_base_mega_override,pullback_repair,2382,廣達,stock,2024-04-08,2024-04-15,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-04-03,market_bias_pool_trend_route,pullback_repair,2382,廣達,stock,2024-04-08,2024-04-15,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-04-03,pool_breadth_route,low_risk_strength,5347,世界,stock,2024-04-08,2024-04-15,True,True,False,86.1,85.1,84.9,-0.013937282229965042,-0.00235017626321965,-0.0196974127173576,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-12,conservative_hurdle_route,rs20_top3_risk_tiebreak,1514,亞力,stock,2024-04-15,2024-04-22,True,True,False,175.0,179.5,151.5,-0.13428571428571423,-0.15598885793871864,-0.13934340282112095,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-12,dispersion_route,rs20_top3_risk_tiebreak,1514,亞力,stock,2024-04-15,2024-04-22,True,True,False,175.0,179.5,151.5,-0.13428571428571423,-0.15598885793871864,-0.13934340282112095,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-12,hybrid_pullback_base_mega_override,pullback_repair,1609,大亞,stock,2024-04-15,2024-04-22,True,True,False,55.6,55.6,57.8,0.03956834532374098,0.03956834532374098,0.03349540788762831,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-12,market_bias_pool_trend_route,pullback_repair,1609,大亞,stock,2024-04-15,2024-04-22,True,True,False,55.6,55.6,57.8,0.03956834532374098,0.03956834532374098,0.03349540788762831,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-12,pool_breadth_route,stable_strength,1514,亞力,stock,2024-04-15,2024-04-22,True,True,False,175.0,179.5,151.5,-0.13428571428571423,-0.15598885793871864,-0.13934340282112095,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-19,conservative_hurdle_route,rs20_top3_risk_tiebreak,2515,中工,stock,2024-04-22,2024-04-29,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-04-19,dispersion_route,rs20_top3_risk_tiebreak,2515,中工,stock,2024-04-22,2024-04-29,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-04-19,hybrid_pullback_base_mega_override,pullback_repair,6414,樺漢,stock,2024-04-22,2024-04-29,True,True,False,317.0,323.5,332.0,0.04731861198738163,0.026275115919629055,0.0412007874212354,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-19,market_bias_pool_trend_route,pullback_repair,6414,樺漢,stock,2024-04-22,2024-04-29,True,True,False,317.0,323.5,332.0,0.04731861198738163,0.026275115919629055,0.0412007874212354,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-19,pool_breadth_route,stable_strength,1514,亞力,stock,2024-04-22,2024-04-29,True,True,False,151.5,170.0,150.5,-0.0066006600660065695,-0.11470588235294121,-0.012403565276009288,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-04-26,conservative_hurdle_route,rs20_top3_risk_tiebreak,2520,冠德,stock,2024-04-29,2024-05-07,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-04-26,dispersion_route,rs20_top3_risk_tiebreak,2520,冠德,stock,2024-04-29,2024-05-07,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-04-26,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,2520,冠德,stock,2024-04-29,2024-05-07,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-04-26,market_bias_pool_trend_route,pullback_repair,2317,鴻海,stock,2024-04-29,2024-05-07,False,False,False,,,,,,,taiwan_standard_fee_tax_v1,False,missing_unadjusted_entry_or_exit_price,True,False,False,False,False,False,False,True,False
2024-04-26,pool_breadth_route,stable_strength,6139,亞翔,stock,2024-04-29,2024-05-07,True,True,False,272.0,268.0,246.0,-0.09558823529411764,-0.08208955223880599,-0.1008721687970702,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-05-03,conservative_hurdle_route,rs20_top3_risk_tiebreak,2101,南港,stock,2024-05-06,2024-05-13,True,True,False,60.9,61.5,55.6,-0.08702791461412152,-0.09593495934959351,-0.09236141693204435,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-05-03,dispersion_route,rs20_top3_risk_tiebreak,2101,南港,stock,2024-05-06,2024-05-13,True,True,False,60.9,61.5,55.6,-0.08702791461412152,-0.09593495934959351,-0.09236141693204435,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-05-03,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,2101,南港,stock,2024-05-06,2024-05-13,True,True,False,60.9,61.5,55.6,-0.08702791461412152,-0.09593495934959351,-0.09236141693204435,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-05-03,market_bias_pool_trend_route,stable_strength,2374,佳能,stock,2024-05-06,2024-05-13,True,True,False,40.25,41.05,46.5,0.15527950310559002,0.1327649208282582,0.14853065121090958,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-05-03,pool_breadth_route,stable_strength,2374,佳能,stock,2024-05-06,2024-05-13,True,True,False,40.25,41.05,46.5,0.15527950310559002,0.1327649208282582,0.14853065121090958,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-05-10,conservative_hurdle_route,rs20_top3_risk_tiebreak,2374,佳能,stock,2024-05-13,2024-05-20,True,True,False,46.5,42.15,59.3,0.27526881720430096,0.4068801897983392,0.26781904469459233,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-05-10,dispersion_route,rs20_top3_risk_tiebreak,2374,佳能,stock,2024-05-13,2024-05-20,True,True,False,46.5,42.15,59.3,0.27526881720430096,0.4068801897983392,0.26781904469459233,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
2024-05-10,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,2374,佳能,stock,2024-05-13,2024-05-20,True,True,False,46.5,42.15,59.3,0.27526881720430096,0.4068801897983392,0.26781904469459233,taiwan_standard_fee_tax_v1,False,adjusted_close_blocked_unadjusted_path_available,True,False,False,False,False,False,False,True,False
