baseline_compact_universe_row_id,snapshot_date,ticker,name,market,variant,scope_type,active_for_layer1_source_scope,selection_bucket,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,layer1_financial_risk_flag_count,layer1_quality_floor_risk_pctile_by_week,layer1_exclude_bottom20_candidate,layer1_exclude_bottom30_candidate,RS5,RS10,RS20,RS40,RS60,RS30_proxy,RS30_source_quality,rs5_minus_rs10,rs10_minus_rs20,rs20_minus_rs60,rs_short_acceleration_flag,rs_short_deterioration_flag,rs60_top20_by_week,rs60_high_short_rs_weakening_exhaustion_context,monthly_revenue_available,quarterly_fundamental_available,missing_core_fundamental_flag,BIAS20,drawdown_20d,BIAS60,drawdown_60d,BIAS120,drawdown_120d,volatility,BIAS20_percentile,BIAS60_percentile,BIAS120_percentile,capital_rank_improvement_20d_vs_60d,capital_rank_20d_improving_vs_60d,capital_rank_20d_deteriorating_vs_60d,capital_reasonable_band_4w_count,capital_reasonable_band_4w_persistent,pure_5d_burst_without_20d60d_confirmation,rs20_30_primary_momentum_positive,rs20_30_primary_momentum_stable,rs60_background_supportive,rs_exhaustion_warning_context,layer1_pass_bottom20,layer1_pass_bottom30,bias_overheat_penalty_context,volatility_pctile_by_week,volatility_high_context,risk_overheat_penalty_context,forward_excess_vs_0050_5d,forward_excess_vs_00631L_5d,forward_excess_vs_0050_10d,forward_excess_vs_00631L_10d,forward_excess_vs_0050_20d,forward_excess_vs_00631L_20d,forward_excess_vs_0050_30d,forward_excess_vs_00631L_30d,forward_excess_vs_0050_40d,forward_excess_vs_00631L_40d,forward_eval_available_5d,forward_eval_available_10d,forward_eval_available_20d,forward_eval_available_30d,forward_eval_available_40d,P2_top_decile_vs_00631L_20d,P2_bottom_decile_vs_00631L_20d,shape_improving_vs_0050,shape_fading_vs_0050,shape_quick_burst_vs_0050,shape_short_bounce_fade_risk_vs_0050,shape_slow_start_vs_0050,shape_durable_vs_0050,shape_40d_decay_reference_vs_0050,shape_improving_vs_00631L,shape_fading_vs_00631L,shape_quick_burst_vs_00631L,shape_short_bounce_fade_risk_vs_00631L,shape_slow_start_vs_00631L,shape_durable_vs_00631L,shape_40d_decay_reference_vs_00631L,large_down_day_count_20d_proxy,large_down_day_count_30d_proxy,blowoff_turnover_without_price_continuation_proxy,large_down_day_flag_20d_proxy,large_down_day_flag_30d_proxy,large_down_day_source_quality,blowoff_turnover_source_quality,risk_bucket,risk_bucket_source_quality,MA20,MA20_position,MA60,MA60_position,MA120,MA120_position,layer1_b20_pass_through_eligible,layer1_b30_pass_through_eligible,layer2_context_only,layer2_hard_gate_allowed,layer2_row_deleted,pass_through_primary_basis,capital_support_context,capital_warning_context,rs_support_context,rs_warning_context,risk_penalty_context,layer2_support_signal_count,layer2_warning_signal_count,layer2_context_role,diagnostic_only,not_live_rule,forward_returns_live_rule_usage,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,momentum_relative_spread_widening_context,momentum_stable_rise_context,momentum_capital_support_context,momentum_overheat_late_stage_penalty_context,momentum_sleeve_candidate_feature,pullback_prior_strength_context,pullback_current_correction_context,pullback_ma_bias_position_context,pullback_risk_cooling_context,pullback_breakdown_warning_context,pullback_repair_sleeve_candidate_feature,overlap_sleeve_candidate_feature,neither_sleeve_candidate_feature,layer3_sleeve_feature_contract_only,layer3_selector_output,layer4_31pool_authorized,layer5_decision_authorized,momentum_continuation_score,pullback_repair_score,overlap_reacceleration_score,neutral_quality_liquidity_score,exhaustion_risk_score,breakdown_risk_score,momentum_continuation_tier,momentum_continuation_high_confidence,momentum_continuation_medium_or_high_confidence,pullback_repair_tier,pullback_repair_high_confidence,pullback_repair_medium_or_high_confidence,overlap_reacceleration_tier,overlap_reacceleration_high_confidence,overlap_reacceleration_medium_or_high_confidence,neutral_quality_liquidity_tier,neutral_quality_liquidity_high_confidence,neutral_quality_liquidity_medium_or_high_confidence,exhaustion_risk_tier,exhaustion_risk_high_confidence,exhaustion_risk_medium_or_high_confidence,breakdown_risk_tier,breakdown_risk_high_confidence,breakdown_risk_medium_or_high_confidence,broad_labels_are_overlapping,label_is_filter,layer3_broad_context_only,layer3_hard_gate_allowed,layer3_row_deleted,selector_output,forward_return_as_rule,future_return_as_rule,opportunity_label_count,two_plus_opportunity_labels,layer4_redesign_base_eligible,fallback_00631L_reference_only,fallback_00631L_is_ordinary_stock_pool_member,layer4_risk_penalty_score,layer4_broad_opportunity_net_score,layer4_c_quota_base_score,layer4_retention_constrained_score,layer4_risk_aware_score,high_exhaustion_or_breakdown_context,low_quality_low_liquidity_high_risk_exclusion_candidate,low_quality_low_liquidity_high_risk_exclusion_applied,theme_dynamic_slot_status,theme_dynamic_slot_applied,ai_theme_slot_hard_quota_applied,layer4_pool_size_sensitivity_contract_only,layer4_selector_output,portfolio_replay_executed,ready_for_strategy_replay,_pool_quota_bucket,layer4_pool_variant,pool_variant_family,pool_size_target,pool_selection_score,pool_selection_score_col,pool_selection_policy,retention_constraint_applied,risk_constraint_applied,pool_rank,pool_shortfall_count,pool_selection_basis,bounded_diagnostic_pool_only,pool_size_reference_upper_bound,pool_size_reference_current_31,layer2_layer3_hard_gate_outside_pool_variant,layer4_pool_role,is_layer4_primary_pool,reference_only,not_primary_pool,layer4_primary_pool_size,layer4_primary_policy,layer4_31_role,layer4_100_role,layer5_selector_output
2015-01-09|2330,2015-01-09,2330,台積電,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,1.0,1.0,1.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0322140848672166,0.0103838145396328,0.0435406574087899,0.1066029336306183,0.0278595054477777,0.0921940118665793,0.0664448589938546,0.1633014533897175,0.0665888212434884,0.1458413293238765,True,True,True,True,True,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4564999999999999,0.22,0.1,0.94522,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3747209333333333,0.5215047546666667,0.686908568,0.4359781813333332,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,neutral_quality_liquidity_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.4359781813333332,layer4_risk_aware_score,risk_aware,True,True,1,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|5505,2015-01-09,5505,和旺,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,86.0,86.0,86.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0850611348835924,0.0632308645560086,0.0429558073643414,0.1060180835861698,0.0923567683495696,0.1566912747683713,-0.0190719145054198,0.077784679890443,0.0612315948363391,0.1404841029167272,True,True,True,True,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4110150501672241,0.185886287625418,0.060200668896321,0.8710795317725754,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.3357903647714604,0.4424619078439242,0.2717354469297658,0.3669118428717948,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.3669118428717948,layer4_risk_aware_score,risk_aware,True,True,77,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|9904,2015-01-09,9904,寶成,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,87.0,87.0,87.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.044089984556587,0.0222597142290033,0.0401313082156693,0.1031935844374977,0.0723704532468532,0.1367049596656548,0.0702140839351381,0.1670706783310011,0.13358253288831,0.2128350409686981,True,True,True,True,True,,,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4104799331103678,0.1854849498327758,0.0597324414715719,0.8702072909698997,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.3353323580824972,0.4420614037636566,0.2714981160936455,0.3665698859487179,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.3665698859487179,layer4_risk_aware_score,risk_aware,True,True,78,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|5490,2015-01-09,5490,同亨,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,88.0,88.0,88.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0020383816139368,-0.0238686519415206,-0.0792268609317108,-0.0161645847098824,-0.0545589109448355,0.0097755954739661,0.0704291747034424,0.1672857690993053,0.0868519125665341,0.1661044206469222,True,True,True,True,True,,,False,False,False,False,False,False,False,True,False,False,False,True,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4099448160535117,0.1850836120401337,0.0592642140468227,0.8693350501672241,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.334874351393534,0.4416608996833892,0.2712607852575251,0.366227929025641,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.366227929025641,layer4_risk_aware_score,risk_aware,True,True,79,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|3176,2015-01-09,3176,基亞,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,89.0,89.0,89.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0122559937617205,-0.0340862640893043,-0.044858043095,0.0182042331268282,-0.0550775443191605,0.0092569620996411,-0.0566894693643542,0.0401671250315086,-0.0421969031314821,0.0370556049489059,True,True,True,True,True,,,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4094096989966555,0.1846822742474916,0.0587959866220735,0.8684628093645486,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.3344163447045707,0.4412603956031215,0.2710234544214047,0.365885972102564,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.365885972102564,layer4_risk_aware_score,risk_aware,True,True,80,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|8044,2015-01-09,8044,網家,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,90.0,90.0,90.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.1072385061398489,0.0854082358122652,0.0314663258701364,0.0945286020919647,0.0915933476522803,0.155927854071082,0.0452892216554325,0.1421458160512955,0.196657655156117,0.2759101632365051,True,True,True,True,True,,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4088745819397993,0.1842809364548494,0.0583277591973244,0.867590568561873,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.3339583380156075,0.440859891522854,0.2707861235852843,0.3655440151794871,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.3655440151794871,layer4_risk_aware_score,risk_aware,True,True,81,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|5483,2015-01-09,5483,中美晶,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,91.0,91.0,91.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0653619447590878,-0.0871922150866716,-0.1156165640029482,-0.0525542877811199,-0.1003948992206097,-0.036060392801808,-0.0886443565823994,0.0082122378134634,-0.1346371915496885,-0.0553846834693004,True,True,True,True,True,,,False,False,False,False,False,False,True,True,False,False,False,True,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4083394648829431,0.1838795986622073,0.0578595317725752,0.8667183277591973,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.3335003313266443,0.4404593874425863,0.2705487927491639,0.3652020582564102,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.3652020582564102,layer4_risk_aware_score,risk_aware,True,True,82,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|6176,2015-01-09,6176,瑞儀,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,93.0,93.0,93.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0291940170107803,0.0073637466831966,-0.0385488948300158,0.0245133813918124,-0.0199366818116437,0.0443978246071579,0.0034532421545041,0.100309836550367,-0.0402546373047489,0.0389978707756391,True,True,True,True,True,,,False,False,False,False,False,False,True,True,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4072692307692308,0.183076923076923,0.0569230769230769,0.8649738461538462,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.3325843179487179,0.4396583792820513,0.2700741310769231,0.3645181444102564,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.3645181444102564,layer4_risk_aware_score,risk_aware,True,True,83,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|3545,2015-01-09,3545,敦泰,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,94.0,94.0,94.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0761528108131117,-0.0979830811406955,-0.0914589477400688,-0.0283966715182404,-0.0869237212757475,-0.0225892148569458,-0.0461074587823435,0.0507491356135193,-0.1300075619200588,-0.0507550538396707,True,True,True,True,True,,,False,False,False,False,False,False,True,True,False,False,False,True,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4067341137123746,0.1826755852842809,0.0564548494983277,0.8641016053511705,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.3321263112597547,0.4392578752017837,0.2698368002408027,0.3641761874871794,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.3641761874871794,layer4_risk_aware_score,risk_aware,True,True,84,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|8936,2015-01-09,8936,國統,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,95.0,95.0,95.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0281967885224887,-0.0500270588500725,-0.0537580203053011,0.0093042559165271,-0.0716240652916809,-0.0072895588728792,-0.0319746404670158,0.0648819539288471,-0.024438929735457,0.054813578344931,True,True,True,True,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4061989966555183,0.1822742474916388,0.0559866220735786,0.863229364548495,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.3316683045707915,0.4388573711215162,0.2695994694046822,0.3638342305641025,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.3638342305641025,layer4_risk_aware_score,risk_aware,True,True,85,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|2887,2015-01-09,2887,台新新光金,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,96.0,96.0,96.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0096292277525638,-0.0314594980801475,-0.0346578442463583,0.02840443197547,-0.0120673195710969,0.0522671868477047,-0.0177789635277783,0.0790776308680846,-0.0220051737620285,0.0572473343183594,True,True,True,True,True,,,False,False,False,False,False,False,True,True,False,False,False,True,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4056638795986622,0.1818729096989966,0.0555183946488294,0.8623571237458194,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.3312102978818282,0.4384568670412486,0.2693621385685619,0.3634922736410256,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.3634922736410256,layer4_risk_aware_score,risk_aware,True,True,86,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-01-09|3017,2015-01-09,3017,奇鋐,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,97.0,97.0,97.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0019052330865162,-0.0199250372410675,-0.0722122611666495,-0.0091499849448212,-0.1086116043497692,-0.0442770979309675,-0.0982736277801958,-0.0014170333843329,-0.0869356356798158,-0.0076831275994277,True,True,True,True,True,,,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.405128762541806,0.1814715719063545,0.0550501672240802,0.8614848829431438,0.0435,0.6599999999999999,low,False,False,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,1,False,True,False,False,0.2483999999999999,0.3307522911928651,0.4380563629609811,0.2691248077324415,0.3631503167179487,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.3631503167179487,layer4_risk_aware_score,risk_aware,True,True,87,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
